Value of N, Comparisons of O(n), Comparisons of O(M + log n), Comparisons of O(log n)
760800,228824,7799,0
760900,228263,7727,0
761000,227304,7728,0
761100,228589,7581,0
761200,228160,7559,0
761300,228892,7701,0
761400,228752,7626,0
761500,228402,7669,0
761600,228392,7798,0
761700,228814,7691,0
761800,228313,7586,0
761900,228147,7488,0
762000,229219,7766,0
762100,228423,7367,0
762200,228859,7754,0
762300,228631,7612,0
762400,228918,7599,0
762500,227974,7644,0
762600,229421,7390,0
762700,228876,7526,0
762800,228847,7648,0
762900,228796,7603,0
763000,229003,7755,0
763100,229081,7463,0
763200,228762,7788,0
763300,228910,7609,0
763400,229288,7557,0
763500,229121,7728,0
763600,228651,7696,0
763700,229249,7741,0
763800,229325,7678,0
763900,229344,7642,0
764000,229708,7586,0
764100,229650,7717,0
764200,228201,7544,0
764300,229120,7721,0
764400,229950,7839,0
764500,229734,7626,0
764600,229034,7651,0
764700,229078,7533,0
764800,229647,7664,0
764900,229206,7627,0
765000,229589,7821,0
765100,229401,7692,0
765200,229150,7676,0
765300,228873,7544,0
765400,229918,7650,0
765500,229756,7691,0
765600,230391,7656,0
765700,229882,7608,0
765800,230064,7717,0
765900,229700,7697,0
766000,229410,7801,0
766100,230246,7627,0
766200,229690,7620,0
766300,230764,7769,0
766400,230503,7852,0
766500,229537,7449,0
766600,230082,7778,0
766700,229214,7642,0
766800,229879,7659,0
766900,229965,7728,0
767000,230012,7555,0
767100,229419,7677,0
767200,230073,7574,0
767300,230591,7771,0
767400,229749,7818,0
767500,230693,7893,0
767600,230636,7683,0
767700,230303,7482,0
767800,230066,7535,0
767900,230851,7759,0
768000,229994,7613,0
768100,230543,7637,0
768200,230435,7758,0
768300,230321,7866,0
768400,230759,7595,0
768500,230581,7547,0
768600,230734,7606,0
768700,230579,7753,0
768800,231117,7849,0
768900,230744,7685,0
769000,231193,7679,0
769100,230845,7685,0
769200,230390,7792,0
769300,231250,7575,0
769400,230212,7736,0
769500,230641,7707,0
769600,230729,7718,0
769700,230282,7635,0
769800,231117,7639,0
769900,231315,7605,0
770000,230408,7804,0
770100,230962,7724,0
770200,230838,7668,0
770300,231341,7748,0
770400,231184,7571,0
770500,231116,7572,0
770600,229677,7699,0
770700,231936,7767,0
770800,231553,7828,0
770900,231720,7793,0
771000,231363,7819,0
771100,231268,7634,0
771200,231309,7750,0
771300,231647,7719,0
771400,231088,7699,0
771500,231497,7752,0
771600,232093,7710,0
771700,231416,7668,0
771800,231978,7853,0
771900,231597,7753,0
772000,231688,7542,0
772100,231802,7779,0
772200,231419,7749,0
772300,230959,7762,0
772400,231795,7678,0
772500,231933,7724,0
772600,231358,7794,0
772700,231556,7700,0
772800,232635,7820,0
772900,231677,7784,0
773000,231449,7759,0
773100,232432,7886,0
773200,231406,7688,0
773300,231969,7754,0
773400,232140,7726,0
773500,231970,7800,0
773600,231841,7806,0
773700,232689,7846,0
773800,232115,7787,0
773900,231859,7901,0
774000,233462,7751,0
774100,232903,7847,0
774200,231544,7811,0
774300,232618,7609,0
774400,232789,7838,0
774500,231913,7931,0
774600,232046,7728,0
774700,232334,7779,0
774800,232055,7801,0
774900,232447,7700,0
775000,232733,7716,0
775100,232349,7717,0
775200,232579,7764,0
775300,232906,7695,0
775400,232216,7623,0
775500,232934,7685,0
775600,232280,7832,0
775700,232517,7738,0
775800,232799,7731,0
775900,232610,7703,0
776000,233793,7757,0
776100,232791,7674,0
776200,232648,7633,0
776300,232531,7781,0
776400,233392,7702,0
776500,232659,7707,0
776600,233159,7653,0
776700,233655,7813,0
776800,233467,7641,0
776900,232817,7670,0
777000,233124,7693,0
777100,232543,7725,0
777200,233510,7799,0
777300,233114,7867,0
777400,232577,7791,0
777500,233779,7931,0
777600,233533,7725,0
777700,233317,7874,0
777800,233482,7850,0
777900,233314,7912,0
778000,233479,7775,0
778100,232971,7909,0
778200,233168,7757,0
778300,234366,7821,0
778400,233690,7816,0
778500,233241,7780,0
778600,233345,7724,0
778700,233113,7882,0
778800,233173,7816,0
778900,233395,7765,0
779000,233136,7690,0
779100,233939,7785,0
779200,233649,7685,0
779300,233717,7674,0
779400,233848,7862,0
779500,233311,7915,0
779600,233837,7846,0
779700,233542,7811,0
779800,233919,7707,0
779900,233454,7764,0
780000,233912,7766,0
780100,233905,7874,0
780200,234216,7723,0
780300,233944,7838,0
780400,233932,7682,0
780500,234835,8027,0
780600,233813,7904,0
780700,234166,7737,0
780800,234336,7745,0
780900,233821,7772,0
781000,234395,7843,0
781100,234065,7770,0
781200,233864,7823,0
781300,234841,7728,0
781400,234968,7825,0
781500,234186,7836,0
781600,234732,7917,0
781700,234786,7791,0
781800,233994,7812,0
781900,234185,7873,0
782000,234048,7761,0
782100,234344,7768,0
782200,235012,7870,0
782300,234762,7835,0
782400,234382,7746,0
782500,234031,7827,0
782600,234490,7779,0
782700,234795,7778,0
782800,235246,7891,0
782900,235659,7858,0
783000,234643,7860,0
783100,234837,7899,0
783200,235030,7956,0
783300,235531,8034,0
783400,234726,7813,0
783500,234738,7753,0
783600,234817,7847,0
783700,234980,7796,0
783800,234858,7783,0
783900,234911,7689,0
784000,234377,7827,0
784100,235998,7815,0
784200,234748,7757,0
784300,235311,7875,0
784400,235446,7828,0
784500,235741,7845,0
784600,235441,7741,0
784700,235211,7778,0
784800,235945,7832,0
784900,235755,7842,0
785000,235121,7718,0
785100,236176,7847,0
785200,235722,7868,0
785300,235693,7906,0
785400,235840,7793,0
785500,235246,7892,0
785600,236001,7977,0
785700,235626,7896,0
785800,235467,7949,0
785900,235684,7976,0
786000,235748,7921,0
786100,236188,7848,0
786200,235962,7856,0
786300,235390,7940,0
786400,235831,7778,0
786500,236401,7936,0
786600,236351,7988,0
786700,236240,7939,0
786800,236152,8026,0
786900,236314,7843,0
787000,235885,7873,0
787100,235897,7758,0
787200,236770,7937,0
787300,236038,7765,0
787400,236422,7708,0
787500,236880,7926,0
787600,235771,7907,0
787700,235751,7959,0
787800,236397,7872,0
787900,236686,7933,0
788000,236234,7920,0
788100,236398,7925,0
788200,236834,7895,0
788300,236835,7873,0
788400,236743,8057,0
788500,236806,7903,0
788600,236289,7990,0
788700,236013,7924,0
788800,236768,7759,0
788900,236866,7818,0
789000,235954,7807,0
789100,236636,7883,0
789200,236693,7924,0
789300,237251,7938,0
789400,236037,7885,0
789500,236405,8018,0
789600,236095,7907,0
789700,237107,7865,0
789800,237311,8024,0
789900,236231,7869,0
790000,237902,7965,0
790100,237930,7908,0
790200,237268,7960,0
790300,237405,7933,0
790400,236937,7874,0
790500,238222,7966,0
790600,237051,7935,0
790700,237179,7785,0
790800,237267,7853,0
790900,237910,7942,0
791000,237125,8140,0
791100,237007,7901,0
791200,237535,8028,0
791300,237447,7972,0
791400,236994,7937,0
791500,237433,7937,0
791600,236847,7921,0
791700,237464,7922,0
791800,238417,7879,0
791900,237120,7815,0
792000,238012,8029,0
792100,238357,7944,0
792200,237714,7901,0
792300,237889,7754,0
792400,237496,7910,0
792500,237704,7798,0
792600,237561,7908,0
792700,237532,8077,0
792800,237912,7772,0
792900,238164,7945,0
793000,237995,7969,0
793100,237589,7869,0
793200,238244,7907,0
793300,238095,7987,0
793400,238260,7898,0
793500,238266,7908,0
793600,237447,7891,0
793700,238651,8166,0
793800,238244,7968,0
793900,238673,8013,0
794000,238011,7899,0
794100,237764,7971,0
794200,237916,7967,0
794300,237818,8046,0
794400,238977,8082,0
794500,238423,8008,0
794600,237852,7847,0
794700,238846,8088,0
794800,239199,8063,0
794900,238386,7941,0
795000,238697,7952,0
795100,238005,7907,0
795200,238855,8086,0
795300,238077,7989,0
795400,238531,8112,0
795500,239148,7877,0
795600,239046,7983,0
795700,239002,7916,0
795800,239343,7915,0
795900,238292,8006,0
796000,237793,7827,0
796100,238213,7916,0
796200,238694,7973,0
796300,238586,7899,0
796400,239228,8123,0
796500,239171,8104,0
796600,240009,8128,0
796700,238871,7965,0
796800,239258,8018,0
796900,239274,7837,0
797000,239633,8052,0
797100,238709,8149,0
797200,238708,7953,0
797300,239470,8103,0
797400,239141,7861,0
797500,239384,7855,0
797600,239053,8025,0
797700,239828,7784,0
797800,239885,8182,0
797900,239365,8106,0
798000,240438,8100,0
798100,239879,7814,0
798200,239473,7906,0
798300,239735,7947,0
798400,238984,7981,0
798500,239972,7971,0
798600,239487,7987,0
798700,239809,8010,0
798800,239407,8085,0
798900,239600,7976,0
799000,240365,8103,0
799100,239925,8033,0
799200,240068,7997,0
799300,240248,8013,0
799400,239520,8007,0
799500,240822,8135,0
799600,239377,7896,0
799700,239813,7703,0
799800,240427,7885,0
799900,239958,7961,0
800000,240167,8042,0
800100,239592,7914,0
800200,239953,7887,0
800300,239698,7964,0
800400,239737,8240,0
800500,239946,8038,0
800600,240404,7929,0
800700,240306,7909,0
800800,240170,8095,0
800900,240340,8032,0
801000,240661,8143,0
801100,240301,8013,0
801200,240900,8117,0
801300,240686,8125,0
801400,240681,8186,0
801500,240074,7925,0
801600,239940,8115,0
801700,240548,8034,0
801800,240779,8021,0
801900,241083,8112,0
802000,240602,8069,0
802100,240625,7993,0
802200,240515,8064,0
802300,241574,8006,0
802400,240585,8066,0
802500,241220,7973,0
802600,240569,8050,0
802700,241745,8027,0
802800,240499,7966,0
802900,241136,7958,0
803000,240487,8045,0
803100,240960,8001,0
803200,240850,8031,0
803300,240750,8133,0
803400,240854,8016,0
803500,241427,7996,0
803600,241414,7906,0
803700,240662,8123,0
803800,241015,8181,0
803900,240471,8041,0
804000,241955,8036,0
804100,241405,7947,0
804200,241663,8005,0
804300,241177,8136,0
804400,241273,8133,0
804500,242087,8061,0
804600,241326,7918,0
804700,241684,8022,0
804800,242054,8124,0
804900,241197,8027,0
805000,241471,8238,0
805100,242320,7969,0
805200,240832,8000,0
805300,241682,7951,0
805400,241064,8153,0
805500,241188,8087,0
805600,241733,7941,0
805700,242211,8152,0
805800,241892,8112,0
805900,241876,8134,0
806000,241521,8003,0
806100,241104,7773,0
806200,241838,8095,0
806300,242382,8166,0
806400,242139,7948,0
806500,242387,8129,0
806600,242354,7929,0
806700,241962,8264,0
806800,241753,8053,0
806900,241840,7898,0
807000,241270,8135,0
807100,242043,8075,0
807200,242287,8017,0
807300,241846,8071,0
807400,241979,8000,0
807500,241705,8135,0
807600,242909,8153,0
807700,242053,7979,0
807800,241731,8003,0
807900,243566,8165,0
808000,242398,8142,0
808100,242275,8102,0
808200,242323,8044,0
808300,242831,8100,0
808400,242539,8097,0
808500,242672,8069,0
808600,241974,7961,0
808700,242252,8152,0
808800,242612,8066,0
808900,242483,8221,0
809000,241747,7996,0
809100,242200,8032,0
809200,242249,7985,0
809300,242355,8106,0
809400,242960,8165,0
809500,242674,8223,0
809600,242871,8025,0
809700,243426,8051,0
809800,243094,8147,0
809900,243551,8032,0
810000,243385,8296,0
810100,242433,8038,0
810200,243444,8078,0
810300,242207,8107,0
810400,243612,8216,0
810500,243102,8165,0
810600,242769,8097,0
810700,243866,8188,0
810800,243127,8113,0
810900,243111,8180,0
811000,243161,8042,0
811100,243021,8060,0
811200,244224,8082,0
811300,243644,8170,0
811400,243447,8022,0
811500,243619,8023,0
811600,243984,7963,0
811700,242947,8188,0
811800,243180,8233,0
811900,243795,8155,0
812000,243661,8210,0
812100,243061,8152,0
812200,243676,7988,0
812300,243949,8125,0
812400,243746,8196,0
812500,243555,8041,0
812600,243508,8238,0
812700,243778,8076,0
812800,243755,8109,0
812900,244644,8373,0
813000,242622,8187,0
813100,244008,8252,0
813200,244357,8124,0
813300,243785,8178,0
813400,243618,8115,0
813500,243875,8204,0
813600,244567,8013,0
813700,244200,8095,0
813800,243760,8075,0
813900,243890,8073,0
814000,244635,7989,0
814100,243791,8016,0
814200,244379,8170,0
814300,244500,8111,0
814400,244628,8020,0
814500,244627,8173,0
814600,244574,8227,0
814700,244412,8017,0
814800,244468,8156,0
814900,244086,8127,0
815000,245013,8058,0
815100,244340,8145,0
815200,244255,8165,0
815300,245278,8219,0
815400,245001,8194,0
815500,244939,8156,0
815600,244642,8247,0
815700,244309,8236,0
815800,244971,8270,0
815900,245081,8182,0
816000,245602,8335,0
816100,245006,8120,0
816200,243917,8158,0
816300,245042,8118,0
816400,245030,8174,0
816500,245245,8301,0
816600,245482,8254,0
816700,244116,8059,0
816800,245377,8133,0
816900,244587,8183,0
817000,244876,8080,0
817100,244607,8172,0
817200,245264,8172,0
817300,245111,8182,0
817400,245346,8165,0
817500,245377,8078,0
817600,245039,8249,0
817700,244948,8305,0
817800,245448,8033,0
817900,245467,8175,0
818000,245663,8422,0
818100,245711,8211,0
818200,245057,8232,0
818300,245760,8264,0
818400,246027,8322,0
818500,245261,8034,0
818600,245534,8206,0
818700,245615,8182,0
818800,245806,8327,0
818900,246027,8435,0
819000,245340,8201,0
819100,245671,8226,0
819200,244867,8259,0
819300,245798,8143,0
819400,245626,8274,0
819500,245526,8138,0
819600,246344,8282,0
819700,245917,8284,0
819800,245451,8129,0
819900,245329,8155,0
820000,246677,8166,0
820100,245409,8095,0
820200,246242,8234,0
820300,246361,8127,0
820400,245605,8221,0
820500,246373,8030,0
820600,246083,8221,0
820700,246159,8284,0
820800,245676,8141,0
820900,246697,8113,0
821000,245746,8106,0
821100,246510,8249,0
821200,245727,8147,0
821300,246529,8016,0
821400,246502,8174,0
821500,246675,8280,0
821600,246941,8263,0
821700,245895,8196,0
821800,246938,8253,0
821900,246109,8178,0
822000,246524,8247,0
822100,246511,8133,0
822200,246469,8270,0
822300,247044,8231,0
822400,246638,8164,0
822500,246302,8082,0
822600,247666,8286,0
822700,246621,8271,0
822800,246953,8314,0
822900,247130,8290,0
823000,246839,8340,0
823100,246631,8161,0
823200,246978,8167,0
823300,246817,8279,0
823400,247380,8206,0
823500,247085,8352,0
823600,247103,8248,0
823700,247336,8274,0
823800,246268,8232,0
823900,247444,8365,0
824000,246918,8096,0
824100,246863,8167,0
824200,246836,8092,0
824300,247061,8405,0
824400,247393,8238,0
824500,247354,8043,0
824600,247229,8240,0
824700,246963,8266,0
824800,247388,7972,0
824900,247478,8279,0
825000,247539,8198,0
825100,247705,8377,0
825200,247563,8228,0
825300,247820,8187,0
825400,247924,8270,0
825500,246798,8120,0
825600,247493,8272,0
825700,247727,8260,0
825800,248368,8386,0
825900,247792,8142,0
826000,247594,8259,0
826100,248019,8226,0
826200,247923,8440,0
826300,247439,8295,0
826400,247706,8149,0
826500,247977,8280,0
826600,247658,8331,0
826700,248324,8106,0
826800,247658,8251,0
826900,248306,8146,0
827000,248537,8282,0
827100,248268,8317,0
827200,248512,8238,0
827300,248288,8389,0
827400,248295,8246,0
827500,247674,8156,0
827600,247576,8184,0
827700,248475,8218,0
827800,248264,8491,0
827900,248024,8313,0
828000,248626,8379,0
828100,248672,8255,0
828200,249147,8243,0
828300,248309,8169,0
828400,247729,8274,0
828500,248689,8259,0
828600,248503,8342,0
828700,248880,8418,0
828800,248511,8345,0
828900,248473,8205,0
829000,248656,8273,0
829100,249502,8405,0
829200,248593,8244,0
829300,249273,8293,0
829400,248670,8157,0
829500,248730,8118,0
829600,248423,8492,0
829700,249057,8343,0
829800,249608,8408,0
829900,249085,8374,0
830000,248908,8266,0
830100,249143,8297,0
830200,248606,8331,0
830300,249377,8409,0
830400,249367,8176,0
830500,249199,8366,0
830600,249711,8232,0
830700,249467,8405,0
830800,248914,8200,0
830900,248944,8130,0
831000,249702,8272,0
831100,248936,8073,0
831200,249855,8349,0
831300,249182,8109,0
831400,249146,8234,0
831500,249615,8196,0
831600,249518,8514,0
831700,249157,8522,0
831800,250433,8380,0
831900,249997,8361,0
832000,249478,8304,0
832100,249086,8310,0
832200,249309,8252,0
832300,249793,8370,0
832400,250132,8381,0
832500,249926,8434,0
832600,249287,8451,0
832700,250134,8463,0
832800,249739,8382,0
832900,249899,8335,0
833000,248700,8307,0
833100,249487,8310,0
833200,249805,8371,0
833300,250685,8146,0
833400,250130,8260,0
833500,250012,8361,0
833600,250158,8357,0
833700,249715,8345,0
833800,249928,8405,0
833900,250287,8508,0
834000,249759,8444,0
834100,250731,8294,0
834200,250557,8449,0
834300,250050,8520,0
834400,250119,8405,0
834500,250375,8243,0
834600,250899,8499,0
834700,249727,8443,0
834800,250604,8246,0
834900,250651,8265,0
835000,250993,8382,0
835100,250912,8483,0
835200,249962,8269,0
835300,251221,8274,0
835400,250636,8229,0
835500,250844,8378,0
835600,251044,8393,0
835700,250662,8431,0
835800,250694,8300,0
835900,250498,8412,0
836000,250759,8380,0
836100,250909,8413,0
836200,251058,8349,0
836300,250561,8330,0
836400,250940,8526,0
836500,250140,8461,0
836600,251026,8415,0
836700,250436,8234,0
836800,251321,8297,0
836900,250831,8431,0
837000,250962,8370,0
837100,250527,8242,0
837200,251354,8452,0
837300,250910,8448,0
837400,250750,8335,0
837500,250775,8368,0
837600,251624,8260,0
837700,251513,8342,0
837800,251773,8478,0
837900,251494,8407,0
838000,251599,8405,0
838100,251183,8620,0
838200,251623,8477,0
838300,251581,8431,0
838400,252047,8398,0
838500,251561,8541,0
838600,251950,8363,0
838700,252004,8421,0
838800,251580,8292,0
838900,251840,8424,0
839000,251810,8243,0
839100,251157,8289,0
839200,251702,8339,0
839300,252644,8350,0
839400,252646,8373,0
839500,252368,8549,0
839600,252498,8453,0
839700,251780,8383,0
839800,252834,8435,0
839900,252040,8359,0
840000,253026,8524,0
840100,251284,8474,0
840200,251511,8350,0
840300,252172,8495,0
840400,251656,8428,0
840500,252354,8411,0
840600,252638,8391,0
840700,251988,8399,0
840800,251534,8293,0
840900,252017,8259,0
841000,251869,8279,0
841100,252234,8502,0
841200,251886,8454,0
841300,252514,8439,0
841400,252590,8366,0
841500,252217,8536,0
841600,252235,8318,0
841700,252995,8419,0
841800,252060,8485,0
841900,252823,8319,0
842000,252648,8272,0
842100,252777,8355,0
842200,252163,8434,0
842300,252560,8405,0
842400,253134,8452,0
842500,252889,8485,0
842600,252041,8534,0
842700,253300,8483,0
842800,253532,8414,0
842900,252892,8546,0
843000,252415,8541,0
843100,252786,8644,0
843200,253153,8453,0
843300,252915,8399,0
843400,254277,8597,0
843500,253573,8368,0
843600,253557,8507,0
843700,253047,8399,0
843800,253072,8415,0
843900,253183,8389,0
844000,253712,8567,0
844100,254115,8585,0
844200,252960,8438,0
844300,253534,8464,0
844400,253556,8479,0
844500,252678,8389,0
844600,253314,8332,0
844700,253826,8545,0
844800,253300,8327,0
844900,253484,8599,0
845000,253412,8387,0
845100,253264,8558,0
845200,252966,8390,0
845300,254287,8464,0
845400,254133,8625,0
845500,253909,8406,0
845600,253293,8358,0
845700,253554,8352,0
845800,253513,8531,0
845900,253462,8379,0
846000,254307,8549,0
846100,254203,8581,0
846200,254144,8548,0
846300,253378,8400,0
846400,254480,8609,0
846500,253464,8342,0
846600,254390,8568,0
846700,253929,8429,0
846800,254029,8497,0
846900,254464,8400,0
847000,253945,8515,0
847100,253793,8573,0
847200,254037,8466,0
847300,253760,8338,0
847400,253940,8500,0
847500,254337,8403,0
847600,253966,8507,0
847700,254132,8547,0
847800,254678,8445,0
847900,254694,8371,0
848000,254954,8494,0
848100,254661,8551,0
848200,254298,8501,0
848300,254192,8496,0
848400,254815,8519,0
848500,254626,8491,0
848600,254469,8525,0
848700,254511,8530,0
848800,254736,8487,0
848900,254945,8442,0
849000,254034,8492,0
849100,254982,8558,0
849200,254235,8510,0
849300,256069,8604,0
849400,254256,8476,0
849500,254769,8431,0
849600,255261,8508,0
849700,254853,8283,0
849800,255221,8410,0
849900,254967,8694,0
850000,255237,8604,0
850100,255164,8566,0
850200,254921,8551,0
850300,255286,8340,0
850400,255547,8368,0
850500,255602,8613,0
850600,254598,8552,0
850700,255492,8509,0
850800,255442,8462,0
850900,254867,8425,0
851000,255385,8510,0
851100,255007,8580,0
851200,255516,8509,0
851300,255606,8481,0
851400,255363,8397,0
851500,255108,8472,0
851600,254493,8569,0
851700,255498,8521,0
851800,255143,8518,0
851900,256425,8592,0
852000,255364,8584,0
852100,255763,8640,0
852200,256335,8666,0
852300,255211,8633,0
852400,255902,8612,0
852500,255457,8654,0
852600,256417,8503,0
852700,255995,8551,0
852800,256025,8559,0
852900,255320,8311,0
853000,256084,8512,0
853100,254999,8551,0
853200,256383,8618,0
853300,255758,8559,0
853400,256034,8400,0
853500,255306,8405,0
853600,256152,8690,0
853700,256099,8529,0
853800,256930,8455,0
853900,256445,8527,0
854000,256372,8408,0
854100,256772,8373,0
854200,257173,8671,0
854300,256357,8557,0
854400,256925,8599,0
854500,255602,8497,0
854600,256580,8516,0
854700,256142,8468,0
854800,256317,8540,0
854900,256218,8573,0
855000,256568,8585,0
855100,256890,8660,0
855200,256585,8508,0
855300,256446,8662,0
855400,256659,8548,0
855500,256724,8527,0
855600,255765,8478,0
855700,256596,8522,0
855800,256531,8493,0
855900,256440,8590,0
856000,257145,8659,0
856100,256820,8745,0
856200,257076,8530,0
856300,257244,8604,0
856400,256702,8510,0
856500,256739,8430,0
856600,256249,8579,0
856700,257532,8548,0
856800,256629,8523,0
856900,257006,8568,0
857000,256963,8559,0
857100,256220,8521,0
857200,256831,8463,0
857300,257570,8768,0
857400,257177,8633,0
857500,257228,8525,0
857600,257318,8574,0
857700,256437,8526,0
857800,257135,8584,0
857900,257375,8617,0
858000,257848,8630,0
858100,257531,8509,0
858200,257422,8614,0
858300,257850,8550,0
858400,257323,8573,0
858500,257751,8438,0
858600,257594,8543,0
858700,258005,8615,0
858800,257644,8618,0
858900,258274,8545,0
859000,257553,8458,0
859100,258345,8543,0
859200,257801,8611,0
859300,257725,8525,0
859400,257693,8569,0
859500,258275,8705,0
859600,257569,8586,0
859700,257385,8525,0
859800,257607,8495,0
859900,258107,8603,0
860000,258060,8528,0
860100,257871,8381,0
860200,257336,8490,0
860300,257825,8561,0
860400,258003,8598,0
860500,257450,8476,0
860600,257229,8641,0
860700,257925,8400,0
860800,257651,8642,0
860900,258117,8625,0
861000,258511,8499,0
861100,258427,8767,0
861200,258363,8557,0
861300,258060,8672,0
861400,258341,8730,0
861500,257910,8653,0
861600,257849,8616,0
861700,258949,8567,0
861800,258486,8704,0
861900,258452,8457,0
862000,258062,8440,0
862100,258640,8617,0
862200,258677,8623,0
862300,258555,8757,0
862400,258540,8652,0
862500,258199,8741,0
862600,259575,8712,0
862700,258284,8647,0
862800,258748,8577,0
862900,259016,8625,0
863000,257998,8688,0
863100,258959,8589,0
863200,258902,8666,0
863300,258935,8677,0
863400,258105,8649,0
863500,258857,8737,0
863600,258386,8638,0
863700,258879,8595,0
863800,258420,8707,0
863900,258509,8594,0
864000,259187,8681,0
864100,259486,8665,0
864200,259398,8743,0
864300,259222,8606,0
864400,260030,8559,0
864500,258621,8699,0
864600,259146,8574,0
864700,259797,8689,0
864800,259475,8690,0
864900,259221,8675,0
865000,259758,8744,0
865100,258398,8614,0
865200,259615,8588,0
865300,258870,8483,0
865400,259115,8630,0
865500,259910,8566,0
865600,259458,8685,0
865700,259387,8649,0
865800,259728,8577,0
865900,258841,8738,0
866000,259765,8728,0
866100,260086,8677,0
866200,259427,8425,0
866300,259985,8799,0
866400,260301,8703,0
866500,260536,8521,0
866600,258924,8672,0
866700,260102,8749,0
866800,259936,8719,0
866900,259829,8614,0
867000,259614,8612,0
867100,260835,8722,0
867200,259757,8459,0
867300,260529,8640,0
867400,260423,8883,0
867500,260089,8784,0
867600,260546,8637,0
867700,261023,8803,0
867800,260122,8564,0
867900,259134,8709,0
868000,259832,8778,0
868100,260226,8714,0
868200,259462,8642,0
868300,261336,8734,0
868400,259955,8597,0
868500,259939,8703,0
868600,260710,8824,0
868700,260330,8669,0
868800,260146,8608,0
868900,261250,8696,0
869000,260369,8710,0
869100,260229,8582,0
869200,260932,8755,0
869300,260772,8671,0
869400,260310,8764,0
869500,261205,8651,0
869600,260767,8661,0
869700,260878,8619,0
869800,260269,8871,0
869900,261130,8570,0
870000,261287,8769,0
870100,261104,8779,0
870200,260770,8756,0
870300,261604,8871,0
870400,261184,8727,0
870500,261782,8676,0
870600,260746,8765,0
870700,261863,8818,0
870800,260512,8759,0
870900,262097,8859,0
871000,261057,8806,0
871100,261618,8794,0
871200,261392,8617,0
871300,261797,8849,0
871400,260908,8706,0
871500,260642,8524,0
871600,261350,8676,0
871700,262093,8694,0
871800,261873,8688,0
871900,261212,8787,0
872000,262595,8729,0
872100,261793,8738,0
872200,262005,8774,0
872300,261726,8780,0
872400,261963,8855,0
872500,262036,8539,0
872600,260831,8872,0
872700,260995,8940,0
872800,261984,8713,0
872900,261608,8652,0
873000,261770,8589,0
873100,262450,8694,0
873200,261984,8690,0
873300,262140,8834,0
873400,261905,8730,0
873500,261766,8546,0
873600,262448,8846,0
873700,261732,8736,0
873800,261571,8821,0
873900,262300,8691,0
874000,262570,8760,0
874100,261376,8658,0
874200,262447,8753,0
874300,262510,8728,0
874400,261876,8704,0
874500,262022,8995,0
874600,261759,8728,0
874700,262595,8770,0
874800,262930,8740,0
874900,262487,8827,0
875000,262485,8758,0
875100,262118,8837,0
875200,262041,8685,0
875300,262627,8651,0
875400,262540,8765,0
875500,262552,8950,0
875600,262613,8776,0
875700,263179,8764,0
875800,262508,8795,0
875900,262970,8743,0
876000,263247,8736,0
876100,262114,8846,0
876200,262537,8720,0
876300,262452,8742,0
876400,262677,8875,0
876500,263099,8679,0
876600,262760,8715,0
876700,262766,8716,0
876800,263924,8752,0
876900,262710,8846,0
877000,263149,8827,0
877100,262494,8877,0
877200,263501,8847,0
877300,263378,8651,0
877400,263452,8883,0
877500,263035,8611,0
877600,263414,8837,0
877700,262578,8749,0
877800,262868,8734,0
877900,263828,8675,0
878000,263209,8852,0
878100,264138,8713,0
878200,263859,8766,0
878300,263947,8764,0
878400,263406,8873,0
878500,263729,8865,0
878600,263352,8796,0
878700,264102,8994,0
878800,264099,8808,0
878900,264159,8944,0
879000,263687,8850,0
879100,263476,8712,0
879200,264109,8723,0
879300,263550,8734,0
879400,264380,8880,0
879500,263017,8715,0
879600,264410,8774,0
879700,263941,8856,0
879800,263986,8742,0
879900,263903,8718,0
880000,264818,8938,0
880100,263556,8771,0
880200,264336,8804,0
880300,263930,8660,0
880400,263469,8804,0
880500,264633,8907,0
880600,263938,8763,0
880700,264000,8784,0
880800,264577,8935,0
880900,263642,8902,0
881000,264051,8801,0
881100,264750,8798,0
881200,264952,8805,0
881300,264263,8786,0
881400,264460,8903,0
881500,264400,8844,0
881600,264847,8819,0
881700,264838,8959,0
881800,264527,8871,0
881900,265349,8763,0
882000,264741,8836,0
882100,263933,8623,0
882200,264545,8710,0
882300,264753,8795,0
882400,264997,8673,0
882500,265069,8692,0
882600,265008,8870,0
882700,264130,8754,0
882800,264869,8784,0
882900,265269,8828,0
883000,264793,8877,0
883100,264770,8865,0
883200,264882,8831,0
883300,263953,8745,0
883400,264836,8862,0
883500,265328,9005,0
883600,264722,8533,0
883700,264670,8970,0
883800,264838,8835,0
883900,265312,8918,0
884000,265124,8904,0
884100,265302,8926,0
884200,265244,9000,0
884300,265743,8806,0
884400,265170,8803,0
884500,264973,8767,0
884600,265200,9060,0
884700,264926,8740,0
884800,265229,8951,0
884900,265054,8894,0
885000,264939,8860,0
885100,265934,9046,0
885200,265549,8914,0
885300,265626,8766,0
885400,265673,8840,0
885500,265562,8798,0
885600,265423,8907,0
885700,265964,8800,0
885800,265942,8907,0
885900,265881,8868,0
886000,265869,8917,0
886100,265436,8886,0
886200,265022,8880,0
886300,265566,8955,0
886400,266641,8888,0
886500,265779,8928,0
886600,266155,8789,0
886700,265716,8805,0
886800,266479,8919,0
886900,265499,8753,0
887000,265695,8792,0
887100,266213,8862,0
887200,265818,8762,0
887300,265818,8952,0
887400,266684,8888,0
887500,265583,8932,0
887600,266251,9106,0
