Value of N, Comparisons of O(n), Comparisons of O(M + log n), Comparisons of O(log n)
243300,73224,2556,0
243400,72622,2382,0
243500,72866,2457,0
243600,73305,2412,0
243700,73104,2418,0
243800,72684,2425,0
243900,73512,2459,0
244000,73452,2474,0
244100,73289,2380,0
244200,72888,2379,0
244300,73297,2507,0
244400,73739,2541,0
244500,73409,2479,0
244600,73287,2390,0
244700,73734,2519,0
244800,73246,2477,0
244900,73277,2381,0
245000,73303,2478,0
245100,73053,2410,0
245200,73317,2450,0
245300,73480,2422,0
245400,73773,2402,0
245500,73821,2497,0
245600,73625,2469,0
245700,73832,2452,0
245800,73800,2367,0
245900,73690,2531,0
246000,73499,2522,0
246100,73994,2511,0
246200,73652,2387,0
246300,73943,2465,0
246400,73797,2534,0
246500,74144,2475,0
246600,73641,2482,0
246700,74286,2552,0
246800,74608,2439,0
246900,74254,2519,0
247000,74097,2481,0
247100,73965,2458,0
247200,74169,2523,0
247300,74349,2381,0
247400,74477,2386,0
247500,74284,2598,0
247600,74490,2437,0
247700,73846,2518,0
247800,74383,2428,0
247900,74142,2480,0
248000,74817,2598,0
248100,74483,2519,0
248200,74554,2496,0
248300,74713,2392,0
248400,74788,2523,0
248500,74698,2621,0
248600,74721,2537,0
248700,74417,2414,0
248800,74860,2521,0
248900,74538,2488,0
249000,75150,2563,0
249100,74453,2490,0
249200,75053,2410,0
249300,74971,2453,0
249400,74695,2548,0
249500,74391,2468,0
249600,74855,2401,0
249700,75172,2553,0
249800,75045,2520,0
249900,74981,2438,0
250000,75066,2497,0
250100,75075,2503,0
250200,74910,2505,0
250300,75080,2464,0
250400,75362,2560,0
250500,75026,2477,0
250600,75351,2540,0
250700,75216,2495,0
250800,75034,2418,0
250900,74994,2477,0
251000,75471,2625,0
251100,75727,2526,0
251200,75269,2486,0
251300,74861,2439,0
251400,75550,2469,0
251500,75721,2508,0
251600,75768,2494,0
251700,75385,2459,0
251800,75491,2506,0
251900,74982,2452,0
252000,75882,2518,0
252100,75801,2571,0
252200,75893,2483,0
252300,76080,2495,0
252400,75696,2548,0
252500,75655,2625,0
252600,75632,2601,0
252700,75955,2549,0
252800,75892,2626,0
252900,75866,2405,0
253000,75712,2561,0
253100,75806,2520,0
253200,75889,2537,0
253300,76125,2491,0
253400,76069,2585,0
253500,75947,2531,0
253600,75858,2537,0
253700,75981,2490,0
253800,76381,2629,0
253900,76112,2593,0
254000,76415,2574,0
254100,76167,2493,0
254200,76352,2457,0
254300,76025,2470,0
254400,76802,2591,0
254500,76381,2590,0
254600,76321,2596,0
254700,76539,2532,0
254800,76124,2516,0
254900,76398,2493,0
255000,76665,2466,0
255100,76662,2570,0
255200,76334,2527,0
255300,77011,2529,0
255400,76842,2619,0
255500,76637,2574,0
255600,76753,2612,0
255700,76970,2620,0
255800,76714,2594,0
255900,76836,2566,0
256000,76961,2701,0
256100,76660,2540,0
256200,77394,2593,0
256300,76846,2562,0
256400,77405,2540,0
256500,76887,2556,0
256600,77107,2654,0
256700,76745,2545,0
256800,77143,2647,0
256900,77296,2689,0
257000,77388,2582,0
257100,76950,2537,0
257200,77217,2541,0
257300,77149,2463,0
257400,76953,2553,0
257500,77413,2654,0
257600,77203,2519,0
257700,77079,2625,0
257800,77217,2620,0
257900,77152,2500,0
258000,77817,2586,0
258100,77265,2563,0
258200,77970,2689,0
258300,77359,2576,0
258400,77734,2676,0
258500,77908,2600,0
258600,77958,2562,0
258700,76750,2553,0
258800,77436,2622,0
258900,77857,2511,0
259000,77749,2541,0
259100,77844,2673,0
259200,77574,2595,0
259300,77363,2531,0
259400,78093,2615,0
259500,77453,2591,0
259600,77683,2629,0
259700,77691,2581,0
259800,77696,2545,0
259900,78124,2558,0
260000,77916,2641,0
260100,77601,2548,0
260200,78126,2642,0
260300,78132,2614,0
260400,78263,2633,0
260500,78573,2701,0
260600,77951,2625,0
260700,77992,2569,0
260800,78133,2674,0
260900,78439,2601,0
261000,78454,2572,0
261100,78067,2619,0
261200,78332,2578,0
261300,78581,2625,0
261400,78228,2581,0
261500,78211,2631,0
261600,78165,2628,0
261700,78633,2663,0
261800,78199,2658,0
261900,78809,2578,0
262000,78802,2702,0
262100,78403,2654,0
262200,78373,2606,0
262300,78952,2669,0
262400,78776,2628,0
262500,78543,2698,0
262600,78825,2731,0
262700,78408,2563,0
262800,78849,2660,0
262900,78887,2695,0
263000,78755,2713,0
263100,78823,2579,0
263200,79184,2658,0
263300,78974,2608,0
263400,78760,2591,0
263500,78974,2705,0
263600,79246,2663,0
263700,78682,2603,0
263800,79465,2593,0
263900,79076,2594,0
264000,79380,2643,0
264100,79138,2644,0
264200,79038,2638,0
264300,79487,2711,0
264400,79332,2649,0
264500,79087,2655,0
264600,79025,2649,0
264700,79501,2589,0
264800,79362,2624,0
264900,79874,2656,0
265000,79636,2608,0
265100,79665,2672,0
265200,79671,2608,0
265300,79215,2656,0
265400,79732,2717,0
265500,79656,2666,0
265600,79421,2673,0
265700,79304,2608,0
265800,79965,2732,0
265900,80156,2612,0
266000,79721,2647,0
266100,79544,2734,0
266200,79738,2669,0
266300,79669,2664,0
266400,80241,2635,0
266500,79579,2702,0
266600,79909,2691,0
266700,80108,2638,0
266800,79923,2603,0
266900,80289,2687,0
267000,80452,2719,0
267100,80020,2664,0
267200,80238,2725,0
267300,80343,2598,0
267400,80422,2663,0
267500,80459,2662,0
267600,80088,2749,0
267700,80862,2677,0
267800,80564,2736,0
267900,80266,2713,0
268000,80267,2649,0
268100,80320,2729,0
268200,80269,2657,0
268300,80173,2661,0
268400,80450,2624,0
268500,80974,2638,0
268600,80369,2699,0
268700,80598,2660,0
268800,80301,2665,0
268900,80965,2790,0
269000,80567,2719,0
269100,80394,2648,0
269200,81031,2674,0
269300,80614,2717,0
269400,80885,2675,0
269500,81136,2730,0
269600,80880,2755,0
269700,80983,2627,0
269800,80949,2681,0
269900,80839,2678,0
270000,80864,2630,0
270100,81126,2649,0
270200,80846,2670,0
270300,80900,2747,0
270400,80783,2689,0
270500,80748,2715,0
270600,81314,2767,0
270700,81434,2749,0
270800,81589,2741,0
270900,81539,2701,0
271000,81084,2772,0
271100,81469,2672,0
271200,81394,2711,0
271300,81773,2714,0
271400,81460,2693,0
271500,81267,2740,0
271600,81557,2734,0
271700,81278,2770,0
271800,81382,2724,0
271900,81313,2691,0
272000,81107,2710,0
272100,81730,2848,0
272200,81520,2697,0
272300,81268,2719,0
272400,81856,2773,0
272500,81842,2664,0
272600,82100,2779,0
272700,82052,2674,0
272800,82158,2780,0
272900,81685,2668,0
273000,81854,2742,0
273100,82099,2642,0
273200,82384,2781,0
273300,81904,2752,0
273400,81821,2730,0
273500,82254,2778,0
273600,82404,2780,0
273700,82475,2775,0
273800,82151,2830,0
273900,82193,2643,0
274000,81641,2648,0
274100,82090,2745,0
274200,82660,2741,0
274300,82241,2734,0
274400,81826,2754,0
274500,82521,2797,0
274600,82100,2768,0
274700,82412,2766,0
274800,82441,2662,0
274900,82552,2794,0
275000,82151,2750,0
275100,82595,2834,0
275200,82380,2634,0
275300,82486,2635,0
275400,82249,2771,0
275500,82409,2727,0
275600,82450,2747,0
275700,82425,2754,0
275800,82479,2726,0
275900,82872,2746,0
276000,82845,2688,0
276100,83061,2677,0
276200,83121,2848,0
276300,83025,2773,0
276400,82864,2725,0
276500,82674,2723,0
276600,83047,2759,0
276700,82696,2714,0
276800,83044,2817,0
276900,83109,2680,0
277000,83170,2801,0
277100,83298,2812,0
277200,83070,2839,0
277300,83041,2836,0
277400,83331,2735,0
277500,83179,2800,0
277600,83218,2781,0
277700,82738,2743,0
277800,83640,2860,0
277900,83084,2739,0
278000,83164,2738,0
278100,83236,2775,0
278200,83122,2853,0
278300,83489,2833,0
278400,83334,2794,0
278500,83448,2810,0
278600,83508,2804,0
278700,83897,2834,0
278800,83509,2859,0
278900,83529,2735,0
279000,83417,2838,0
279100,84060,2767,0
279200,83759,2837,0
279300,83281,2798,0
279400,84058,2853,0
279500,84037,2870,0
279600,83683,2777,0
279700,83860,2809,0
279800,84301,2851,0
279900,83930,2754,0
280000,84187,2775,0
280100,83370,2772,0
280200,84083,2750,0
280300,84164,2862,0
280400,84489,2781,0
280500,84096,2797,0
280600,84132,2828,0
280700,84277,2841,0
280800,84324,2805,0
280900,84347,2820,0
281000,84326,2814,0
281100,83899,2783,0
281200,84050,2845,0
281300,84218,2820,0
281400,84151,2714,0
281500,84691,2929,0
281600,84918,2925,0
281700,84437,2886,0
281800,84354,2811,0
281900,84823,2803,0
282000,84592,2843,0
282100,84721,2866,0
282200,84265,2840,0
282300,84553,2822,0
282400,84996,2869,0
282500,84997,2858,0
282600,84753,2778,0
282700,84835,2871,0
282800,84880,2790,0
282900,84726,2789,0
283000,84639,2817,0
283100,84855,2940,0
283200,84659,2839,0
283300,84964,2868,0
283400,85218,2866,0
283500,84943,2881,0
283600,85371,2819,0
283700,85131,2798,0
283800,84889,2868,0
283900,84948,2827,0
284000,85075,2833,0
284100,85421,2936,0
284200,85602,2905,0
284300,85372,2795,0
284400,84886,2765,0
284500,85402,2828,0
284600,85455,2940,0
284700,85154,2844,0
284800,85177,2855,0
284900,85732,2787,0
285000,85507,2828,0
285100,85831,2834,0
285200,85718,2964,0
285300,85624,2890,0
285400,85286,2745,0
285500,85892,2882,0
285600,85442,2843,0
285700,86168,2803,0
285800,85590,2939,0
285900,85678,2817,0
286000,85743,2883,0
286100,85282,2821,0
286200,86335,2806,0
286300,85769,2872,0
286400,85839,2821,0
286500,86530,2864,0
286600,85581,2791,0
286700,85935,2941,0
286800,85885,2885,0
286900,85925,2816,0
287000,85835,2895,0
287100,86424,2874,0
287200,86138,2873,0
287300,86394,2865,0
287400,86172,2889,0
287500,86568,2958,0
287600,86086,2853,0
287700,86175,2843,0
287800,86235,2899,0
287900,86643,2907,0
288000,86985,2928,0
288100,86615,2935,0
288200,86532,2924,0
288300,86599,2875,0
288400,86650,2901,0
288500,86617,2878,0
288600,86572,2843,0
288700,86428,2894,0
288800,86661,2920,0
288900,86218,2849,0
289000,86869,2952,0
289100,86819,2829,0
289200,86432,2809,0
289300,86533,2812,0
289400,87099,2976,0
289500,86696,2914,0
289600,86897,2920,0
289700,87260,2869,0
289800,87225,2898,0
289900,87074,2967,0
290000,86848,2956,0
290100,86708,3012,0
290200,87533,2921,0
290300,86900,2911,0
290400,87509,2878,0
290500,87368,2922,0
290600,86714,2871,0
290700,87185,2897,0
290800,87281,2926,0
290900,87221,2905,0
291000,87092,2875,0
291100,87104,3019,0
291200,87232,2921,0
291300,87634,2971,0
291400,87411,2874,0
291500,87671,3046,0
291600,87218,2955,0
291700,87198,2854,0
291800,87558,3023,0
291900,87679,2972,0
292000,87775,2856,0
292100,87667,2867,0
292200,87836,2868,0
292300,87724,2810,0
292400,87594,2850,0
292500,87231,2900,0
292600,87648,2906,0
292700,88186,2955,0
292800,87774,2864,0
292900,87816,2927,0
293000,87843,2899,0
293100,88133,2855,0
293200,88036,2864,0
293300,87895,2941,0
293400,87933,2928,0
293500,87535,2954,0
293600,88393,3007,0
293700,88249,2849,0
293800,88064,2950,0
293900,88264,2859,0
294000,87877,2945,0
294100,88514,2980,0
294200,88134,2896,0
294300,88280,2978,0
294400,88424,2889,0
294500,88519,3013,0
294600,88121,2950,0
294700,88224,2872,0
294800,88786,2895,0
294900,88389,2910,0
295000,88181,2948,0
295100,88748,3030,0
295200,88638,2899,0
295300,88928,2966,0
295400,88632,2990,0
295500,88497,2898,0
295600,88577,3008,0
295700,88722,2934,0
295800,88607,2906,0
295900,88591,3012,0
296000,88505,2994,0
296100,88988,3012,0
296200,88756,2948,0
296300,88437,2988,0
296400,88733,2937,0
296500,89127,2936,0
296600,88685,2956,0
296700,88579,3019,0
296800,89075,2990,0
296900,88929,2837,0
297000,89198,2970,0
297100,89394,3025,0
297200,89113,2968,0
297300,88981,2948,0
297400,89389,2994,0
297500,88777,3089,0
297600,89482,2975,0
297700,89017,3006,0
297800,89438,3019,0
297900,89119,2981,0
298000,89341,2992,0
298100,89125,2943,0
298200,89698,3038,0
298300,89480,2961,0
298400,89646,3048,0
298500,89541,2962,0
298600,89831,3011,0
298700,89271,2920,0
298800,89504,3013,0
298900,89447,3068,0
299000,89572,3066,0
299100,89865,3050,0
299200,89892,2954,0
299300,90354,2962,0
299400,89729,2955,0
299500,89685,3074,0
299600,89599,2959,0
299700,89552,3007,0
299800,89640,3073,0
299900,89953,2918,0
300000,89927,2967,0
300100,89744,2957,0
300200,90238,2999,0
300300,89860,3039,0
300400,90477,3004,0
300500,90147,3094,0
300600,90175,2952,0
300700,90575,3015,0
300800,90826,2901,0
300900,90320,3056,0
301000,90383,3062,0
301100,90553,3134,0
301200,90659,3125,0
301300,90663,2966,0
301400,90629,3037,0
301500,90684,3063,0
301600,90244,3079,0
301700,90634,3021,0
301800,90397,3068,0
301900,90663,3043,0
302000,90528,2985,0
302100,90663,3001,0
302200,90604,3060,0
302300,90307,3054,0
302400,91058,3030,0
302500,90982,3037,0
302600,90859,3094,0
302700,90700,3072,0
302800,91093,2942,0
302900,91149,3012,0
303000,90554,2989,0
303100,90731,3033,0
303200,90796,2953,0
303300,91143,3119,0
303400,90790,3065,0
303500,90981,2984,0
303600,91191,3038,0
303700,91205,3115,0
303800,91338,2994,0
303900,91031,3030,0
304000,91604,3043,0
304100,90997,3077,0
304200,91538,3062,0
304300,90993,3090,0
304400,91133,3062,0
304500,90872,3099,0
304600,91213,3034,0
304700,91374,3096,0
304800,91231,3059,0
304900,91160,3027,0
305000,91398,3156,0
305100,91645,3027,0
305200,91242,3122,0
305300,91506,2987,0
305400,91424,3089,0
305500,91799,3068,0
305600,91867,3117,0
305700,92044,3087,0
305800,91678,3077,0
305900,91992,3049,0
306000,92154,3164,0
306100,92298,3060,0
306200,91669,3146,0
306300,92265,3146,0
306400,91987,3056,0
306500,91603,3115,0
306600,91766,3002,0
306700,92094,3023,0
306800,91587,3057,0
306900,92313,3132,0
307000,92113,3144,0
307100,92044,3094,0
307200,92094,3112,0
307300,92194,3110,0
307400,91752,3022,0
307500,92091,3033,0
307600,92541,3062,0
307700,92642,3036,0
307800,92134,3051,0
307900,92101,3052,0
308000,92163,3096,0
308100,92191,3101,0
308200,93079,3110,0
308300,92101,3055,0
308400,92733,3115,0
308500,92994,3205,0
308600,92561,3047,0
308700,92527,3161,0
308800,92375,3114,0
308900,92443,3091,0
309000,93159,3090,0
309100,92409,3051,0
309200,92790,3095,0
309300,92857,3135,0
309400,92772,3094,0
309500,92827,3148,0
309600,92829,3130,0
309700,93202,3124,0
309800,92593,3116,0
309900,93149,3186,0
310000,92732,3173,0
310100,93425,3093,0
310200,93459,3108,0
310300,92423,3054,0
310400,92707,3120,0
310500,93122,3140,0
310600,92987,3093,0
310700,93355,3111,0
310800,92898,3100,0
310900,93296,3077,0
311000,93641,3152,0
311100,93353,3147,0
311200,93953,3137,0
311300,93263,3107,0
311400,93518,3157,0
311500,93407,3115,0
311600,93576,3011,0
311700,93560,3097,0
311800,93422,3248,0
311900,93244,3105,0
312000,93673,3173,0
312100,93640,3191,0
312200,93797,3151,0
312300,93615,3173,0
312400,93550,3218,0
312500,93751,3197,0
312600,94278,3103,0
312700,93421,3195,0
312800,93738,3158,0
312900,94005,3105,0
313000,93632,3152,0
313100,94244,3120,0
313200,93433,3052,0
313300,93756,3097,0
313400,93987,3141,0
313500,93694,3219,0
313600,93806,3149,0
313700,94015,3155,0
313800,94252,3100,0
313900,94102,3166,0
314000,94089,3098,0
314100,94197,3289,0
314200,94100,3212,0
314300,94226,3185,0
314400,94327,3128,0
314500,94455,3208,0
314600,94635,3084,0
314700,94341,3147,0
314800,94432,3133,0
314900,94385,3210,0
315000,94601,3132,0
315100,94560,3129,0
315200,95058,3188,0
315300,93973,3112,0
315400,94327,3185,0
315500,94534,3109,0
315600,94797,3208,0
315700,94542,3179,0
315800,94756,3256,0
315900,94973,3132,0
316000,94595,3043,0
316100,94690,3107,0
316200,94747,3143,0
316300,94804,3175,0
316400,94654,3232,0
316500,94305,3133,0
316600,94732,3126,0
316700,95084,3150,0
316800,94836,3163,0
316900,94666,3257,0
317000,95439,3223,0
317100,95716,3287,0
317200,95116,3142,0
317300,95315,3142,0
317400,95458,3197,0
317500,94958,3180,0
317600,95274,3287,0
317700,95553,3120,0
317800,95130,3171,0
317900,95191,3326,0
318000,94961,3210,0
318100,95138,3194,0
318200,95496,3173,0
318300,96009,3168,0
318400,95647,3215,0
318500,95579,3274,0
318600,95804,3267,0
318700,95687,3217,0
318800,95753,3132,0
318900,95263,3141,0
319000,95817,3210,0
319100,95895,3269,0
319200,95555,3242,0
319300,95993,3132,0
319400,95986,3177,0
319500,95958,3184,0
319600,95904,3166,0
319700,95603,3115,0
319800,96189,3255,0
319900,95663,3189,0
320000,95727,3138,0
320100,96197,3222,0
320200,96012,3284,0
320300,96291,3249,0
320400,96315,3212,0
320500,95927,3219,0
320600,96253,3143,0
320700,96000,3109,0
320800,96091,3133,0
320900,95757,3176,0
321000,96277,3231,0
321100,96477,3233,0
321200,96493,3251,0
321300,96464,3209,0
321400,95909,3195,0
321500,96463,3177,0
321600,96608,3279,0
321700,96585,3345,0
321800,96171,3276,0
321900,96628,3174,0
322000,96756,3302,0
322100,96786,3219,0
322200,96459,3173,0
322300,97014,3258,0
322400,97157,3219,0
322500,96539,3217,0
322600,96525,3210,0
322700,97057,3286,0
322800,97216,3180,0
322900,96880,3190,0
323000,97498,3300,0
323100,97151,3242,0
323200,97055,3231,0
323300,97351,3217,0
323400,96776,3256,0
323500,96871,3271,0
323600,97079,3201,0
323700,97051,3246,0
323800,97118,3430,0
323900,96960,3215,0
324000,97246,3292,0
324100,96990,3371,0
324200,97347,3368,0
324300,97132,3171,0
324400,97647,3278,0
324500,97403,3384,0
324600,97420,3192,0
324700,97261,3194,0
324800,97623,3309,0
324900,97373,3283,0
325000,97000,3230,0
325100,97989,3293,0
325200,97476,3197,0
325300,97433,3215,0
325400,97908,3234,0
325500,97420,3187,0
325600,97639,3345,0
325700,98220,3343,0
325800,97806,3182,0
325900,98191,3207,0
326000,98006,3276,0
326100,97797,3261,0
326200,98041,3326,0
326300,97556,3125,0
326400,97696,3263,0
326500,97538,3192,0
326600,98003,3294,0
326700,98184,3203,0
326800,97960,3268,0
326900,97794,3213,0
327000,98172,3208,0
327100,98147,3300,0
327200,98111,3198,0
327300,98346,3343,0
327400,98133,3242,0
327500,98108,3280,0
327600,98223,3289,0
327700,98534,3331,0
327800,98237,3319,0
327900,97995,3339,0
328000,98143,3227,0
328100,98112,3370,0
328200,98714,3230,0
328300,98489,3319,0
328400,98639,3249,0
328500,98719,3313,0
328600,98713,3357,0
328700,98802,3276,0
328800,98741,3284,0
328900,98523,3327,0
329000,98525,3235,0
329100,98986,3250,0
329200,98987,3226,0
329300,99057,3271,0
329400,98761,3366,0
329500,98758,3270,0
329600,98631,3378,0
329700,98778,3331,0
329800,98788,3399,0
329900,99318,3343,0
330000,98452,3358,0
330100,98900,3422,0
330200,99050,3277,0
330300,98792,3315,0
330400,99496,3273,0
330500,98829,3383,0
330600,99595,3406,0
330700,99701,3333,0
330800,99147,3206,0
330900,99469,3204,0
331000,99398,3343,0
331100,99260,3259,0
331200,99694,3395,0
331300,99373,3366,0
331400,99743,3323,0
331500,99458,3216,0
331600,99453,3271,0
331700,99618,3392,0
331800,100159,3391,0
331900,100015,3305,0
332000,99780,3293,0
332100,99998,3301,0
332200,99827,3375,0
332300,99712,3243,0
332400,99556,3298,0
332500,99926,3362,0
332600,100157,3457,0
332700,99925,3260,0
332800,100262,3358,0
332900,99914,3330,0
333000,100206,3378,0
333100,99737,3260,0
333200,99861,3317,0
333300,100256,3344,0
333400,100098,3306,0
333500,99880,3334,0
333600,100455,3357,0
333700,100369,3310,0
333800,100463,3361,0
333900,99713,3314,0
334000,100621,3376,0
334100,99870,3378,0
334200,99615,3310,0
334300,100276,3418,0
334400,100355,3378,0
334500,100699,3326,0
334600,99858,3278,0
334700,100568,3406,0
334800,100208,3423,0
334900,99715,3366,0
335000,100688,3229,0
335100,100576,3322,0
335200,100574,3411,0
335300,100676,3384,0
335400,100493,3310,0
335500,101031,3355,0
335600,101063,3489,0
335700,101158,3369,0
335800,100756,3404,0
335900,100711,3433,0
336000,100414,3347,0
336100,100880,3368,0
336200,101025,3529,0
336300,101191,3326,0
336400,100801,3353,0
336500,101072,3451,0
336600,101005,3372,0
336700,101111,3314,0
336800,101489,3411,0
336900,101451,3470,0
337000,101564,3360,0
337100,101441,3281,0
337200,100996,3391,0
337300,101146,3349,0
337400,101162,3340,0
337500,101019,3345,0
337600,101512,3517,0
337700,101139,3345,0
337800,102104,3326,0
337900,101774,3367,0
338000,101393,3353,0
338100,101670,3442,0
338200,100732,3282,0
338300,101300,3290,0
338400,101849,3404,0
338500,101358,3430,0
338600,101601,3433,0
338700,101499,3381,0
338800,101916,3336,0
338900,101762,3511,0
339000,101694,3347,0
339100,101627,3340,0
339200,101919,3371,0
339300,101238,3409,0
339400,101661,3470,0
339500,102080,3446,0
339600,102419,3460,0
339700,102054,3382,0
339800,101403,3426,0
339900,102091,3329,0
340000,101859,3518,0
340100,102024,3343,0
340200,101688,3428,0
340300,102056,3380,0
340400,101633,3403,0
340500,101867,3409,0
340600,101988,3458,0
340700,102326,3416,0
340800,101966,3413,0
340900,102443,3384,0
341000,102236,3401,0
341100,101542,3375,0
341200,102497,3529,0
341300,101975,3385,0
341400,102671,3431,0
341500,102193,3521,0
341600,102556,3511,0
341700,102777,3469,0
341800,102787,3406,0
341900,102588,3462,0
342000,102692,3522,0
342100,102677,3423,0
342200,102811,3496,0
342300,102590,3441,0
342400,102951,3389,0
342500,102618,3461,0
342600,102848,3349,0
342700,102867,3486,0
342800,102725,3506,0
342900,102709,3528,0
343000,102504,3422,0
343100,102722,3398,0
343200,102889,3330,0
343300,102948,3454,0
343400,103066,3382,0
343500,103200,3392,0
343600,102795,3406,0
343700,103545,3479,0
343800,103245,3450,0
343900,103586,3461,0
344000,103619,3438,0
344100,102853,3543,0
344200,103484,3406,0
344300,103161,3467,0
344400,103695,3375,0
344500,103433,3495,0
344600,103715,3496,0
344700,103407,3505,0
344800,103648,3396,0
344900,103751,3396,0
345000,103518,3356,0
345100,103301,3474,0
345200,103095,3430,0
345300,104065,3454,0
345400,103854,3486,0
345500,103451,3475,0
345600,103721,3478,0
345700,103581,3453,0
345800,103703,3465,0
345900,103765,3626,0
346000,103782,3417,0
346100,103450,3343,0
346200,103881,3574,0
346300,103682,3388,0
346400,104071,3543,0
346500,103723,3423,0
346600,103924,3565,0
346700,103838,3425,0
346800,104320,3493,0
346900,103906,3481,0
347000,104175,3433,0
347100,104333,3544,0
347200,104650,3453,0
347300,103892,3463,0
347400,103892,3440,0
347500,104072,3512,0
347600,104467,3470,0
347700,104044,3475,0
347800,104903,3457,0
347900,104167,3505,0
348000,104386,3484,0
348100,104076,3472,0
348200,104739,3318,0
348300,104470,3491,0
348400,104725,3541,0
348500,104177,3561,0
348600,104465,3610,0
348700,104680,3491,0
348800,104587,3524,0
348900,104884,3424,0
349000,104929,3441,0
349100,105008,3500,0
349200,104978,3443,0
349300,104938,3694,0
349400,105004,3515,0
349500,104660,3393,0
349600,104690,3456,0
349700,104929,3576,0
349800,105386,3446,0
349900,105008,3524,0
350000,105018,3441,0
350100,104943,3422,0
350200,105068,3502,0
350300,104968,3408,0
350400,105221,3574,0
350500,105321,3501,0
350600,105391,3519,0
350700,105530,3469,0
350800,105618,3517,0
350900,104824,3479,0
351000,105217,3600,0
351100,105124,3443,0
351200,105133,3505,0
351300,105749,3530,0
351400,105169,3517,0
351500,105499,3484,0
351600,105770,3670,0
351700,105664,3640,0
351800,105624,3560,0
351900,105516,3543,0
352000,105465,3531,0
352100,105649,3508,0
352200,105157,3513,0
352300,105430,3468,0
352400,105631,3548,0
352500,105838,3465,0
352600,106000,3495,0
352700,105578,3528,0
352800,105930,3528,0
352900,105734,3522,0
353000,105858,3500,0
353100,106061,3570,0
353200,106159,3536,0
353300,106304,3638,0
353400,106045,3539,0
353500,105943,3502,0
353600,106027,3481,0
353700,106389,3521,0
353800,106276,3648,0
353900,106405,3567,0
354000,106232,3586,0
354100,105907,3627,0
354200,106647,3581,0
354300,106077,3605,0
354400,106180,3545,0
354500,106478,3531,0
354600,106615,3618,0
354700,106210,3519,0
354800,106257,3485,0
354900,106717,3495,0
355000,106597,3534,0
355100,106684,3591,0
355200,106211,3538,0
355300,106887,3589,0
355400,106360,3604,0
355500,106242,3499,0
355600,106799,3461,0
355700,107237,3663,0
355800,106118,3452,0
355900,106819,3608,0
356000,107036,3591,0
356100,106691,3494,0
356200,106806,3667,0
356300,106617,3560,0
356400,106912,3580,0
356500,107202,3616,0
356600,106697,3577,0
356700,107253,3546,0
356800,107304,3697,0
356900,107394,3667,0
357000,106923,3495,0
357100,107753,3590,0
357200,107069,3607,0
357300,106253,3579,0
357400,106845,3493,0
357500,107079,3617,0
357600,107135,3632,0
357700,106743,3557,0
357800,107652,3607,0
357900,107179,3584,0
358000,108141,3612,0
358100,107534,3598,0
358200,107567,3696,0
358300,107661,3616,0
358400,107845,3626,0
358500,107471,3547,0
358600,107996,3569,0
358700,108046,3685,0
358800,107420,3467,0
358900,108263,3644,0
359000,107696,3622,0
359100,107613,3635,0
359200,107876,3670,0
359300,107499,3700,0
359400,107774,3620,0
359500,107961,3573,0
359600,107822,3630,0
359700,107938,3662,0
359800,107892,3594,0
359900,108060,3561,0
360000,108249,3683,0
360100,108528,3647,0
360200,107957,3682,0
360300,108579,3572,0
360400,108635,3668,0
360500,108145,3683,0
360600,108608,3525,0
360700,107934,3600,0
360800,108163,3581,0
360900,108240,3667,0
361000,108187,3566,0
361100,108493,3485,0
361200,108186,3621,0
361300,108331,3655,0
361400,108403,3583,0
361500,108739,3601,0
361600,108351,3622,0
361700,108354,3543,0
361800,108544,3583,0
361900,108653,3614,0
362000,108440,3586,0
362100,108612,3586,0
362200,108874,3642,0
362300,108584,3716,0
362400,108679,3700,0
362500,108528,3592,0
362600,108512,3600,0
362700,108674,3683,0
362800,109007,3644,0
362900,109188,3565,0
363000,108802,3742,0
363100,108586,3653,0
363200,109087,3735,0
363300,108877,3607,0
363400,108869,3607,0
363500,109113,3708,0
363600,108914,3653,0
363700,108620,3534,0
363800,109692,3715,0
363900,109196,3656,0
364000,109220,3568,0
364100,109595,3707,0
364200,108866,3635,0
364300,109287,3648,0
364400,109362,3741,0
364500,109787,3735,0
364600,109149,3713,0
364700,109602,3605,0
364800,109588,3683,0
364900,109563,3660,0
365000,109748,3575,0
365100,109148,3672,0
365200,109420,3628,0
365300,109382,3593,0
365400,109383,3722,0
365500,109274,3757,0
365600,109588,3656,0
365700,109490,3719,0
365800,109848,3679,0
365900,109681,3698,0
366000,109900,3611,0
366100,110091,3696,0
366200,110099,3644,0
366300,110001,3627,0
366400,110037,3620,0
366500,109873,3605,0
366600,110177,3657,0
366700,109962,3744,0
366800,110025,3633,0
366900,110136,3652,0
367000,109919,3636,0
367100,110196,3724,0
367200,110026,3633,0
367300,110377,3735,0
367400,110388,3644,0
367500,110167,3651,0
367600,110169,3690,0
367700,110164,3678,0
367800,110445,3634,0
367900,110779,3684,0
368000,110264,3743,0
368100,110902,3659,0
368200,110258,3690,0
368300,110511,3648,0
368400,110577,3701,0
368500,110596,3678,0
368600,110206,3589,0
368700,110596,3576,0
368800,110852,3626,0
368900,110718,3810,0
369000,110684,3622,0
369100,110696,3793,0
369200,110918,3748,0
369300,110263,3672,0
369400,110546,3657,0
369500,110347,3754,0
369600,110404,3685,0
369700,110661,3656,0
369800,110531,3700,0
369900,110818,3638,0
370000,111021,3698,0
370100,110683,3727,0
