Value of N,Comparisons of O(n),Comparisons of O(M + log n),Comparisons of O(log n)
226400,135499,22514,0
226500,135935,22620,0
226600,136413,22527,0
226700,136088,22754,0
226800,136225,22553,0
226900,135947,22545,0
227000,136360,22866,0
227100,136360,22778,0
227200,136583,22984,0
227300,136468,22516,0
227400,136943,22787,0
227500,136548,22741,0
227600,136493,22522,0
227700,136703,22612,0
227800,137009,23152,0
227900,136564,22694,0
228000,137117,23010,0
228100,136449,22801,0
228200,136803,22628,0
228300,136907,22749,0
228400,137037,22887,0
228500,137298,22872,0
228600,137551,23156,0
228700,137224,22978,0
228800,137172,22929,0
228900,137229,22941,0
229000,137427,22790,0
229100,137683,22722,0
229200,137121,22770,0
229300,137482,22902,0
229400,138123,23169,0
229500,137476,22703,0
229600,137949,22871,0
229700,137651,22936,0
229800,137925,23028,0
229900,138268,23038,0
230000,138058,23112,0
230100,138430,22920,0
230200,138135,23113,0
230300,138238,23065,0
230400,138412,23190,0
230500,138495,23066,0
230600,138296,22938,0
230700,138406,22951,0
230800,138566,23044,0
230900,138570,23088,0
231000,138784,23006,0
231100,138759,23168,0
231200,138593,23262,0
231300,138933,23135,0
231400,138637,23228,0
231500,139067,23083,0
231600,139008,23197,0
231700,139212,23170,0
231800,138953,23188,0
231900,138650,22849,0
232000,138882,23146,0
232100,139594,23183,0
232200,138928,22992,0
232300,139753,23252,0
232400,139568,23171,0
232500,139730,23335,0
232600,139346,23507,0
232700,139599,23357,0
232800,139502,23310,0
232900,139488,23188,0
233000,139661,23291,0
233100,139903,22908,0
233200,139827,23579,0
233300,140274,23525,0
233400,140178,23434,0
233500,140183,23283,0
233600,140531,23421,0
233700,139896,23304,0
233800,140434,23525,0
233900,140170,23162,0
234000,140370,23412,0
234100,140703,23435,0
234200,140534,23516,0
234300,140835,23373,0
234400,140642,23411,0
234500,140560,23577,0
234600,141073,23479,0
234700,141033,23756,0
234800,140925,23365,0
234900,141177,23706,0
235000,140920,23408,0
235100,141101,23682,0
235200,140807,23551,0
235300,141075,23469,0
235400,141346,23754,0
235500,141662,23539,0
235600,141349,23494,0
235700,141204,23537,0
235800,141616,23459,0
235900,141458,23599,0
236000,141548,23599,0
236100,141468,23777,0
236200,142115,23719,0
236300,141389,23429,0
236400,141993,23585,0
236500,142106,23879,0
236600,141896,23754,0
236700,141847,23552,0
236800,141818,23458,0
236900,142089,23694,0
237000,142250,23478,0
237100,142033,23774,0
237200,142202,23514,0
237300,142323,23697,0
237400,142419,23795,0
237500,142820,23881,0
237600,142261,23742,0
237700,142484,23910,0
237800,142922,23812,0
237900,142551,23833,0
238000,142490,23785,0
238100,142784,23672,0
238200,142975,23730,0
238300,142936,23964,0
238400,142682,23977,0
238500,142979,23696,0
238600,143167,24055,0
238700,143577,23954,0
238800,143940,24027,0
238900,143868,23897,0
239000,143667,24112,0
239100,143543,23733,0
239200,143571,23892,0
239300,143919,24147,0
239400,144035,23896,0
239500,143648,24102,0
239600,143679,23787,0
239700,143797,24084,0
239800,143650,23912,0
239900,143858,23747,0
240000,143751,23865,0
240100,143828,24418,0
240200,143884,23766,0
240300,144368,24103,0
240400,144231,24052,0
240500,144737,24069,0
240600,144374,24148,0
240700,144690,23820,0
240800,144510,24001,0
240900,144055,23968,0
241000,144383,24254,0
241100,145099,24150,0
241200,145222,24296,0
241300,145062,24211,0
241400,144880,24286,0
241500,145014,24020,0
241600,145182,24108,0
241700,144830,24197,0
241800,144894,24096,0
241900,145339,24223,0
242000,145401,24091,0
242100,145388,24165,0
242200,145271,24001,0
242300,145234,24322,0
242400,145110,24047,0
242500,145342,24370,0
242600,145678,24123,0
242700,145788,23975,0
242800,145446,24105,0
242900,145782,24361,0
243000,145934,24416,0
243100,145493,24131,0
243200,145816,24373,0
243300,146020,24373,0
243400,146166,24322,0
243500,146073,24361,0
243600,145486,24630,0
243700,146479,24292,0
243800,146323,24181,0
243900,146366,24481,0
244000,146347,24444,0
244100,146215,24366,0
244200,146451,24389,0
244300,146428,24444,0
244400,146986,24495,0
244500,146755,24297,0
244600,146540,24578,0
244700,146366,24218,0
244800,146986,24554,0
244900,146730,24585,0
245000,146930,24497,0
245100,146716,24384,0
245200,147433,24376,0
245300,146955,24598,0
245400,147199,24803,0
245500,147326,24533,0
245600,147213,24391,0
245700,147263,24476,0
245800,147652,24766,0
245900,147642,24556,0
246000,147701,24554,0
246100,147564,24573,0
246200,147338,24352,0
246300,148135,24755,0
246400,147791,24731,0
246500,147896,24730,0
246600,148272,24812,0
246700,147900,24265,0
246800,148380,24794,0
246900,148090,24622,0
247000,148377,24661,0
247100,148354,24817,0
247200,148731,24766,0
247300,148229,24655,0
247400,148235,24721,0
247500,148303,24724,0
247600,148606,24586,0
247700,148428,24670,0
247800,148750,24759,0
247900,148959,24800,0
248000,148667,24933,0
248100,148649,24767,0
248200,148847,24949,0
248300,148974,24842,0
248400,148910,24774,0
248500,149260,24746,0
248600,149187,24834,0
248700,149251,24932,0
248800,148984,24810,0
248900,149716,24890,0
249000,149331,24882,0
249100,149245,24813,0
249200,149284,24828,0
249300,149897,24875,0
249400,149804,25015,0
249500,149521,25069,0
249600,149535,24635,0
249700,150012,25058,0
249800,149776,25009,0
249900,150429,25368,0
250000,149976,24801,0
250100,149777,25028,0
250200,150616,24986,0
250300,150122,25095,0
250400,150116,25117,0
250500,150406,25085,0
250600,150104,24937,0
250700,150656,24936,0
250800,150502,25050,0
250900,150258,24920,0
251000,150694,25242,0
251100,150493,25063,0
251200,150687,25534,0
251300,151206,24972,0
251400,151162,25264,0
251500,151146,25441,0
251600,151211,25115,0
251700,150643,25003,0
251800,151179,25006,0
251900,150617,25127,0
252000,151120,25245,0
252100,151276,25377,0
252200,151702,25330,0
252300,151216,25313,0
252400,150954,25145,0
252500,151298,25238,0
252600,151768,25249,0
252700,151420,25360,0
252800,151910,25541,0
252900,152040,25470,0
253000,151272,25359,0
253100,152355,25203,0
253200,151963,25333,0
253300,152293,25572,0
253400,152191,25270,0
253500,151918,25380,0
253600,152239,25592,0
253700,152125,25477,0
253800,152365,25286,0
253900,152412,25470,0
254000,152442,25361,0
254100,152196,25432,0
254200,152792,25433,0
254300,152870,25525,0
254400,152544,25392,0
254500,152541,25513,0
254600,152459,25373,0
254700,152786,25515,0
254800,152964,25385,0
254900,152776,25521,0
255000,153410,25653,0
255100,152799,25625,0
255200,153130,25585,0
255300,153162,25710,0
255400,153432,25658,0
255500,153515,25786,0
255600,153276,25651,0
255700,153330,25524,0
255800,153622,25549,0
255900,153386,25871,0
256000,153583,25760,0
256100,153683,25720,0
256200,153654,25710,0
256300,153335,25575,0
256400,154356,25782,0
256500,154006,25754,0
256600,153991,25703,0
256700,153585,25467,0
256800,154038,25695,0
256900,154445,25968,0
257000,153996,25829,0
257100,154114,25675,0
257200,154629,25670,0
257300,154519,25874,0
257400,154589,25955,0
257500,154743,25773,0
257600,154615,25875,0
257700,154847,25905,0
257800,154602,25795,0
257900,155078,25823,0
258000,154826,25834,0
258100,154973,25507,0
258200,154587,25756,0
258300,155032,25690,0
258400,155221,25746,0
258500,155249,25825,0
258600,155014,25747,0
258700,155412,25833,0
258800,154786,25909,0
258900,155108,26096,0
259000,155133,25634,0
259100,155549,26134,0
259200,156054,26155,0
259300,155934,25813,0
259400,155404,25853,0
259500,155877,26171,0
259600,156643,26114,0
259700,156046,25860,0
259800,155647,25572,0
259900,156017,25968,0
260000,155750,26097,0
260100,156184,26043,0
260200,156391,26171,0
260300,155589,25886,0
260400,155914,25981,0
260500,156481,26160,0
260600,156022,26076,0
260700,155954,26165,0
260800,156421,26093,0
260900,156306,26064,0
261000,156853,25971,0
261100,156856,26136,0
261200,156812,26271,0
261300,157134,26077,0
261400,156812,26069,0
261500,156799,26325,0
261600,157144,26137,0
261700,156815,26097,0
261800,156885,26236,0
261900,157397,26576,0
262000,157570,26207,0
262100,157303,26089,0
262200,157571,26475,0
262300,157373,26184,0
262400,157336,26346,0
262500,157321,26294,0
262600,157776,26340,0
262700,157898,26340,0
262800,157223,26281,0
262900,157582,26301,0
263000,157416,26159,0
263100,158068,26129,0
263200,157823,26283,0
263300,157982,26370,0
263400,158288,26586,0
263500,158133,26092,0
263600,158062,26501,0
263700,158181,26234,0
263800,157525,26222,0
263900,158461,26286,0
264000,158790,26326,0
264100,158099,26175,0
264200,158539,26347,0
264300,158650,26210,0
264400,158544,26465,0
264500,158636,26375,0
264600,158981,26632,0
264700,158549,26527,0
264800,159156,26454,0
264900,159227,26653,0
265000,159245,26414,0
265100,158832,26368,0
265200,159273,26675,0
265300,159251,26385,0
265400,159825,26544,0
265500,158889,26413,0
265600,159686,26695,0
265700,159252,26752,0
265800,159126,26900,0
265900,159123,26239,0
266000,159328,26565,0
266100,159671,26624,0
266200,159285,26611,0
266300,160363,26875,0
266400,160093,26747,0
266500,160140,26593,0
266600,159726,26708,0
266700,160103,26596,0
266800,159538,26576,0
266900,160112,26805,0
267000,160556,26536,0
267100,160192,26497,0
267200,160691,26730,0
267300,160452,26494,0
267400,160626,26722,0
267500,160915,26878,0
267600,160532,26745,0
267700,160784,26861,0
267800,160479,26776,0
267900,160629,26673,0
268000,160920,26790,0
268100,160845,26494,0
268200,160406,26623,0
268300,160969,26599,0
268400,160826,26640,0
268500,160731,26581,0
268600,161027,26833,0
268700,161679,27014,0
268800,161496,27020,0
268900,161708,26788,0
269000,160957,26648,0
269100,161296,26736,0
269200,161863,27107,0
269300,161803,26861,0
269400,161054,26790,0
269500,161084,26723,0
269600,161940,26678,0
269700,161741,27065,0
269800,162054,27070,0
269900,161880,26751,0
270000,162203,27311,0
270100,162257,27279,0
270200,161838,26892,0
270300,162339,27121,0
270400,162332,27152,0
270500,162150,27124,0
270600,161650,27182,0
270700,162281,26861,0
270800,162800,27204,0
270900,162399,27056,0
271000,162665,27073,0
271100,162752,27198,0
271200,162492,27089,0
271300,162732,26915,0
271400,163173,27351,0
271500,163101,27286,0
271600,162907,27041,0
271700,163128,27228,0
271800,162901,27213,0
271900,163193,27054,0
272000,163015,27024,0
272100,162851,27198,0
272200,163271,27222,0
272300,163461,27356,0
272400,163399,27210,0
272500,163381,27333,0
272600,163711,27204,0
272700,163175,27152,0
272800,163592,27144,0
272900,163355,27152,0
273000,163968,27530,0
273100,164033,27142,0
273200,164280,27515,0
273300,164324,27481,0
273400,163652,27331,0
273500,163982,27166,0
273600,164222,27356,0
273700,164333,27321,0
273800,164288,27519,0
273900,164518,27481,0
274000,164508,27518,0
274100,164363,27382,0
274200,164549,27465,0
274300,164695,27550,0
274400,164401,27381,0
274500,164666,27478,0
274600,164938,27456,0
274700,164974,27641,0
274800,164955,27685,0
274900,165141,27547,0
275000,165060,27410,0
275100,164873,27512,0
275200,165385,27717,0
275300,165066,27884,0
275400,165222,27619,0
275500,165014,27741,0
275600,165150,27666,0
275700,165572,27700,0
275800,165367,27615,0
275900,165232,27462,0
276000,165611,27702,0
276100,165329,27513,0
276200,165981,27668,0
276300,165683,27614,0
276400,165823,27423,0
276500,166064,27638,0
276600,165688,27651,0
276700,166074,27406,0
276800,165707,27484,0
276900,166061,27706,0
277000,165953,27805,0
277100,166087,27786,0
277200,166039,27717,0
277300,166379,27771,0
277400,166291,27757,0
277500,166530,27645,0
277600,166726,27818,0
277700,166446,27712,0
277800,166090,27681,0
277900,166465,27572,0
278000,166627,27975,0
278100,166807,27772,0
278200,166799,27621,0
278300,166735,27879,0
278400,167182,27449,0
278500,167261,27937,0
278600,167500,28100,0
278700,166953,27833,0
278800,167281,27899,0
278900,167244,28030,0
279000,167245,28125,0
279100,167247,28061,0
279200,168078,28131,0
279300,167734,27874,0
279400,167769,27499,0
279500,167567,28130,0
279600,167904,27793,0
279700,168010,27802,0
279800,168089,28011,0
279900,168306,27956,0
280000,167847,28283,0
280100,167723,27918,0
280200,168103,28248,0
280300,168201,27924,0
280400,168184,28111,0
280500,168277,28050,0
280600,168381,27992,0
280700,168149,28036,0
280800,168191,28165,0
280900,168372,28090,0
281000,168557,28039,0
281100,169267,28242,0
281200,168288,27984,0
281300,168732,27972,0
281400,168396,28003,0
281500,168781,28082,0
281600,168994,28077,0
281700,169058,28194,0
281800,169478,28324,0
281900,168979,28335,0
282000,169011,28129,0
282100,169184,28142,0
282200,169261,28089,0
282300,169562,28609,0
282400,169877,28336,0
282500,169288,28233,0
282600,170005,28279,0
282700,169824,28224,0
282800,169769,28172,0
282900,169647,28232,0
283000,169753,28241,0
283100,169667,28362,0
283200,169961,28444,0
283300,169810,28045,0
283400,170212,28371,0
283500,170002,28308,0
283600,170933,28569,0
283700,170450,28283,0
283800,170301,28231,0
283900,170860,28324,0
284000,170790,28266,0
284100,170074,28144,0
284200,170243,28365,0
284300,170404,28218,0
284400,170270,28301,0
284500,171028,28737,0
284600,170306,28415,0
284700,170788,28093,0
284800,170942,28370,0
284900,170641,28463,0
285000,171151,28600,0
285100,171185,28582,0
285200,171392,28577,0
285300,171424,28618,0
285400,171451,28845,0
285500,171714,28582,0
285600,171296,28499,0
285700,171115,28282,0
285800,171663,28605,0
285900,171912,28580,0
286000,172068,28526,0
286100,171636,28455,0
286200,171332,28561,0
286300,171723,28298,0
286400,171374,28500,0
286500,171703,28655,0
286600,171857,28642,0
286700,172097,28762,0
286800,172127,28500,0
286900,171983,28592,0
287000,172064,28716,0
287100,172466,29039,0
287200,172283,28817,0
287300,171909,28693,0
287400,172007,28744,0
287500,172262,28855,0
287600,172225,28757,0
287700,172458,28723,0
287800,172315,28812,0
287900,172495,28922,0
288000,172389,28675,0
288100,173005,28750,0
288200,172884,28641,0
288300,172996,28899,0
288400,173078,29127,0
288500,173155,28774,0
288600,173141,28843,0
288700,173204,28642,0
288800,173553,29138,0
288900,173358,28807,0
289000,173198,28846,0
289100,173283,28956,0
289200,173702,28807,0
289300,173547,28807,0
289400,173666,29113,0
289500,173913,29069,0
289600,173975,29177,0
289700,173456,29119,0
289800,173810,29125,0
289900,173686,29240,0
290000,174246,29166,0
290100,174447,28827,0
290200,173916,28933,0
290300,174533,28866,0
290400,174718,28899,0
290500,173960,29052,0
290600,174685,29314,0
290700,173992,29123,0
290800,174169,28893,0
290900,174472,29277,0
291000,174768,29268,0
291100,174610,29225,0
291200,175029,29105,0
291300,174609,29245,0
291400,174926,29194,0
291500,174950,29218,0
291600,174572,29062,0
291700,175395,29474,0
291800,175476,29163,0
291900,175311,29260,0
292000,174934,29184,0
292100,175623,29099,0
292200,175400,29234,0
292300,175525,29243,0
292400,175801,29333,0
292500,175652,29452,0
292600,175550,29317,0
292700,175069,28903,0
292800,175991,29529,0
292900,175489,29446,0
293000,175952,29489,0
293100,175712,29042,0
293200,176065,29273,0
293300,175872,29380,0
293400,175960,29061,0
293500,176469,29426,0
293600,175800,29289,0
293700,176213,29412,0
293800,176666,29502,0
293900,176494,29555,0
294000,176221,29499,0
294100,176907,29652,0
294200,176523,29289,0
294300,176543,29455,0
294400,176254,29127,0
294500,176872,29550,0
294600,177073,29502,0
294700,177052,29135,0
294800,176672,29396,0
294900,176400,29452,0
295000,176917,29681,0
295100,177024,29658,0
295200,177282,29741,0
295300,177383,29828,0
295400,177547,29532,0
295500,176873,29505,0
295600,177519,29510,0
295700,177249,29750,0
295800,177445,29573,0
295900,177563,29469,0
296000,177442,29630,0
296100,177691,29578,0
296200,178264,29661,0
296300,177390,29425,0
296400,178247,29778,0
296500,178426,29568,0
296600,178093,29500,0
296700,177721,29588,0
296800,178109,29494,0
296900,178034,29470,0
297000,178119,29727,0
297100,178854,29745,0
297200,178237,29680,0
297300,178311,29460,0
297400,178852,29881,0
297500,178741,29856,0
297600,178423,30118,0
297700,178713,29739,0
297800,178730,29832,0
297900,178816,29707,0
298000,178580,29717,0
298100,179038,29844,0
298200,178812,29822,0
298300,178649,30044,0
298400,179060,29890,0
298500,178877,29828,0
298600,179050,29697,0
298700,179531,29985,0
298800,179551,29821,0
298900,179180,29921,0
299000,178985,29764,0
299100,179536,29892,0
299200,179993,30059,0
299300,179900,30340,0
299400,179435,29723,0
299500,179409,30076,0
299600,179346,30122,0
299700,180158,30131,0
299800,180046,29911,0
299900,180372,30149,0
300000,179780,29876,0
300100,180412,30091,0
300200,180037,30238,0
300300,179915,30141,0
300400,180101,29999,0
300500,180642,29902,0
300600,180117,30315,0
300700,180086,30009,0
300800,180941,30087,0
300900,180954,30051,0
301000,180321,30119,0
301100,180918,29795,0
301200,180906,30198,0
301300,180913,30248,0
301400,181067,30325,0
301500,181026,30336,0
301600,181678,30473,0
301700,180531,30117,0
301800,181081,30266,0
301900,181577,30156,0
302000,181249,30190,0
302100,181122,30252,0
302200,180983,30253,0
302300,181608,30278,0
302400,181224,30188,0
302500,181216,30180,0
302600,181585,30275,0
302700,181275,30159,0
302800,181789,30382,0
302900,181741,30248,0
303000,181792,30250,0
303100,181759,30307,0
303200,181760,30234,0
303300,181506,30543,0
303400,182131,30567,0
303500,181852,30361,0
303600,182315,30685,0
303700,182400,30408,0
303800,182314,30446,0
303900,182391,30483,0
304000,182362,30558,0
304100,182403,30230,0
304200,182414,30550,0
304300,182372,30566,0
304400,183189,30416,0
304500,182391,30429,0
304600,182551,30548,0
304700,182639,30090,0
304800,182615,30565,0
304900,183272,30574,0
305000,182576,30439,0
305100,182939,30418,0
305200,182708,30423,0
305300,183153,30506,0
305400,182984,30358,0
305500,183079,30569,0
305600,182825,30443,0
305700,183526,30566,0
305800,183673,30711,0
305900,183673,30676,0
306000,183557,30552,0
306100,184055,31098,0
306200,183649,30842,0
306300,183966,30718,0
306400,183965,30827,0
306500,183871,30403,0
306600,183590,30385,0
306700,183810,30576,0
306800,183952,30442,0
306900,183747,30737,0
307000,184483,30695,0
307100,184207,30743,0
307200,184491,30569,0
307300,184502,30771,0
307400,184723,30755,0
307500,184232,30717,0
307600,184635,30806,0
307700,184616,30767,0
307800,184755,30606,0
307900,184503,30351,0
308000,184817,30727,0
308100,185121,30844,0
308200,184992,30979,0
308300,185354,31010,0
308400,185195,30776,0
308500,185476,31082,0
308600,185334,30963,0
308700,184834,31070,0
308800,185351,30913,0
308900,185225,30850,0
309000,185550,30799,0
309100,185552,30687,0
309200,185501,30788,0
309300,185313,30653,0
309400,185969,31118,0
309500,185584,30912,0
309600,185455,31105,0
309700,186185,31076,0
309800,185921,30707,0
309900,186491,31162,0
310000,186565,31099,0
310100,186093,30995,0
310200,186182,31373,0
310300,186173,31131,0
310400,186276,31259,0
310500,186185,31035,0
310600,186505,31057,0
310700,186722,31354,0
310800,186047,31316,0
310900,187121,31137,0
311000,186623,31093,0
311100,187199,31074,0
311200,187160,31275,0
311300,186789,31044,0
311400,186912,31292,0
311500,186739,31295,0
311600,187251,31218,0
311700,186689,30880,0
311800,187085,31080,0
311900,187155,31110,0
312000,186865,30981,0
312100,187249,31425,0
312200,187438,31269,0
312300,187527,31174,0
312400,187678,31047,0
312500,187043,31271,0
312600,187792,31204,0
312700,187817,31114,0
312800,187538,31218,0
312900,187518,31317,0
313000,187807,31633,0
313100,187869,31348,0
313200,188124,31176,0
313300,187978,31281,0
313400,188191,31166,0
313500,188406,31248,0
313600,188525,31028,0
313700,187828,31396,0
313800,188018,31460,0
313900,188241,31208,0
314000,188494,31273,0
314100,188687,31448,0
314200,188464,31372,0
314300,188845,31543,0
314400,188467,31589,0
314500,188949,31539,0
314600,188608,31003,0
314700,188853,31757,0
314800,188712,31452,0
314900,189034,31679,0
315000,188935,31658,0
315100,188738,31619,0
315200,188450,31361,0
315300,188859,31435,0
315400,189064,31428,0
315500,189378,31701,0
315600,189452,31495,0
315700,189163,31741,0
315800,189394,31706,0
315900,189562,31519,0
316000,189856,31687,0
316100,189755,31536,0
316200,189697,31693,0
316300,190044,31871,0
316400,189390,31273,0
316500,189866,31486,0
316600,190114,31514,0
316700,190349,31813,0
316800,190350,32001,0
316900,189664,31656,0
317000,190346,31646,0
317100,190460,31596,0
317200,190115,31516,0
317300,189931,31631,0
317400,190005,31557,0
317500,190431,31692,0
317600,190123,31888,0
317700,190379,31673,0
317800,191034,31828,0
317900,190720,31732,0
318000,191061,32048,0
318100,190958,31581,0
318200,190413,31593,0
318300,190703,31770,0
318400,190881,31773,0
318500,191147,31860,0
318600,191193,31754,0
318700,191095,31914,0
318800,191326,32082,0
318900,192112,31867,0
319000,190913,31975,0
319100,191656,31988,0
319200,191942,31797,0
319300,191765,31682,0
319400,191691,31831,0
319500,191481,32235,0
319600,191494,31753,0
319700,191693,31972,0
319800,191600,32050,0
319900,191883,32115,0
320000,192310,31988,0
320100,191969,32009,0
320200,192198,32007,0
320300,192687,32212,0
320400,191887,31955,0
320500,192805,32097,0
320600,192223,31770,0
320700,192399,32025,0
320800,192109,32057,0
320900,192621,32045,0
321000,192297,31940,0
321100,192314,32003,0
321200,192730,31986,0
321300,192858,32040,0
321400,192781,32063,0
321500,192895,32071,0
321600,192797,32230,0
321700,193460,32489,0
321800,193113,32154,0
321900,192707,32134,0
322000,193561,32388,0
322100,193435,32351,0
322200,193218,32280,0
322300,193403,32269,0
322400,193178,32246,0
322500,193787,32251,0
322600,193803,32399,0
322700,193918,32244,0
322800,193850,32198,0
322900,193885,32228,0
323000,193632,32232,0
323100,193753,32273,0
323200,194120,32390,0
323300,193980,32424,0
323400,194651,32222,0
323500,194070,32373,0
323600,194230,32331,0
323700,194495,32116,0
323800,193872,32098,0
323900,194398,32421,0
324000,194604,32254,0
324100,194574,32135,0
324200,194184,32382,0
324300,194668,32731,0
324400,194546,32338,0
324500,194741,32541,0
324600,194614,32230,0
324700,194842,32266,0
324800,194851,32398,0
324900,195273,32717,0
325000,195130,32721,0
325100,195394,32679,0
325200,195475,32506,0
325300,195189,32652,0
325400,195511,32614,0
325500,195376,32290,0
325600,195788,32651,0
325700,195586,32304,0
325800,195633,32733,0
325900,195490,32436,0
326000,195992,32615,0
326100,195821,32778,0
326200,195630,32586,0
326300,195972,32837,0
326400,195879,32241,0
326500,195971,32635,0
326600,195766,32780,0
326700,195659,32540,0
326800,195940,32571,0
326900,195968,32445,0
327000,196570,32775,0
327100,196031,32750,0
327200,196423,32777,0
327300,196130,32869,0
327400,196013,32663,0
327500,196352,32805,0
327600,196585,32702,0
327700,196489,32750,0
327800,196704,32761,0
327900,196596,32612,0
328000,196982,32707,0
328100,197509,33227,0
328200,196748,32652,0
328300,196585,32740,0
328400,196781,33017,0
328500,197090,32552,0
328600,197127,33107,0
328700,197139,32817,0
328800,197177,32826,0
328900,197494,32922,0
329000,197669,33071,0
329100,196883,33135,0
329200,197447,32520,0
329300,197672,33134,0
329400,198101,33083,0
329500,197359,32616,0
329600,197806,32984,0
329700,197864,32806,0
329800,198070,32806,0
329900,198106,33045,0
330000,198010,33172,0
330100,197913,32952,0
330200,198297,32969,0
330300,198831,32979,0
330400,197943,33030,0
330500,197927,33228,0
330600,198468,33291,0
330700,198139,33094,0
330800,197907,33077,0
330900,198466,33360,0
331000,198832,32983,0
331100,198530,33148,0
331200,197997,32936,0
331300,198626,32939,0
331400,198687,33076,0
331500,198964,33284,0
331600,199243,33118,0
331700,199104,32974,0
331800,199163,33442,0
331900,199421,33418,0
332000,199129,33180,0
332100,199092,33026,0
332200,199446,33233,0
332300,199159,32849,0
332400,199391,33269,0
332500,199114,33106,0
332600,199437,33350,0
332700,199719,33560,0
332800,199164,33019,0
332900,198958,33436,0
333000,199965,33485,0
333100,199600,33650,0
333200,199921,33678,0
333300,199810,33390,0
333400,200169,33458,0
333500,200062,33440,0
333600,200684,33369,0
333700,200425,33717,0
333800,200480,33742,0
333900,200236,33555,0
334000,200492,33435,0
334100,200049,33234,0
334200,201154,33601,0
334300,200352,33488,0
334400,200496,33480,0
334500,200562,33255,0
334600,200420,33302,0
334700,200866,33849,0
334800,200722,33565,0
334900,201219,33473,0
335000,201136,33672,0
335100,201330,33655,0
335200,200994,33414,0
335300,200874,33596,0
335400,201413,33719,0
335500,201276,33665,0
335600,201241,33585,0
335700,201215,33652,0
335800,201492,33732,0
335900,201475,33452,0
336000,201571,33520,0
336100,200954,33428,0
336200,201681,33542,0
336300,201839,33560,0
336400,201820,33578,0
336500,201838,33277,0
336600,201776,33391,0
336700,202161,33625,0
336800,202209,33714,0
336900,202714,33780,0
337000,201760,33395,0
337100,202337,33439,0
337200,201879,33504,0
337300,202223,33805,0
337400,202417,33831,0
337500,202688,33680,0
337600,202185,33726,0
337700,202452,33500,0
337800,202560,33486,0
337900,203231,33813,0
338000,202614,33987,0
338100,203149,33818,0
338200,202818,33798,0
338300,202490,33794,0
338400,202687,33842,0
338500,203111,34068,0
338600,203074,33663,0
338700,203188,34164,0
338800,203346,33875,0
338900,203076,33852,0
339000,202914,33987,0
339100,203117,33946,0
339200,203420,33965,0
339300,203463,34077,0
339400,203202,33874,0
339500,203810,33954,0
339600,203876,33933,0
339700,203814,33758,0
339800,203969,33982,0
339900,203878,33844,0
340000,203947,34082,0
340100,204050,34048,0
340200,204469,33929,0
340300,204650,34165,0
340400,204074,33938,0
340500,204509,33947,0
340600,204404,34141,0
340700,204054,34244,0
340800,204607,34180,0
340900,204417,34190,0
341000,203997,34002,0
341100,204801,34441,0
341200,204528,34082,0
341300,204591,34147,0
341400,204940,34169,0
341500,204758,34179,0
341600,205241,34240,0
341700,205222,34318,0
341800,205299,34163,0
341900,205418,34357,0
342000,205227,33986,0
342100,205549,34490,0
342200,205323,34142,0
342300,205070,34556,0
342400,205782,34196,0
342500,205272,34024,0
342600,205954,34369,0
342700,205399,34284,0
342800,206154,34595,0
342900,206207,34541,0
343000,205989,34111,0
343100,205710,34228,0
343200,205960,33809,0
343300,205848,34302,0
343400,206290,34310,0
343500,205875,34357,0
343600,206156,34279,0
343700,206567,34141,0
343800,205800,34389,0
343900,206078,34360,0
344000,206677,34597,0
344100,207039,34623,0
344200,206543,34380,0
344300,206512,34485,0
344400,206036,34183,0
344500,206884,34431,0
344600,206557,34874,0
344700,207399,34661,0
344800,206463,34457,0
344900,207224,34322,0
345000,206877,34793,0
345100,207022,34526,0
345200,207621,34787,0
345300,206561,34504,0
345400,207299,34606,0
345500,206893,34372,0
345600,207564,34360,0
345700,207672,34757,0
345800,207813,34657,0
345900,207788,34671,0
346000,207504,34761,0
346100,207484,34402,0
346200,207925,34667,0
346300,207639,34458,0
346400,208278,34483,0
346500,208482,35013,0
346600,207635,34617,0
346700,207940,34702,0
346800,207978,34651,0
346900,208128,34533,0
347000,208536,34865,0
347100,208094,34671,0
347200,208653,35057,0
347300,208406,35031,0
347400,208256,34632,0
347500,207902,34694,0
347600,207979,34399,0
347700,208825,34837,0
347800,208982,34831,0
347900,208934,35026,0
348000,209197,34681,0
348100,208743,34758,0
348200,209210,34793,0
348300,209428,35123,0
348400,208982,34520,0
348500,208873,34739,0
348600,209245,35021,0
348700,209021,34775,0
348800,208911,34773,0
348900,209246,34651,0
349000,209345,34662,0
349100,209496,35048,0
349200,209238,34905,0
349300,210343,35426,0
349400,209956,34840,0
349500,209900,34992,0
349600,209673,35078,0
349700,209853,35190,0
349800,210045,34747,0
349900,209548,34969,0
350000,210063,35180,0
350100,210044,35123,0
350200,210248,34975,0
350300,209841,35107,0
350400,210757,35015,0
350500,210355,35404,0
350600,210410,35181,0
350700,210560,35297,0
350800,210020,34890,0
350900,210773,35048,0
351000,210402,35267,0
351100,210716,35165,0
351200,211213,35431,0
351300,211122,35014,0
351400,210743,35003,0
351500,210863,35280,0
351600,211377,35104,0
351700,210782,35095,0
351800,211281,35018,0
351900,210486,34981,0
352000,211302,35231,0
352100,211034,35236,0
352200,211263,35218,0
352300,210884,34949,0
352400,211565,35056,0
352500,211422,35351,0
352600,210973,34974,0
352700,211505,35379,0
352800,211849,35130,0
352900,212145,35217,0
353000,211488,35059,0
353100,212149,35645,0
353200,211649,35068,0
