Value of N,Comparisons of O(n),Comparisons of O(M + log n),Comparisons of O(log n)
507500,304819,50737,0
507600,304418,50704,0
507700,304006,50553,0
507800,304564,50562,0
507900,304635,50926,0
508000,304600,50628,0
508100,304779,51030,0
508200,304309,50759,0
508300,305391,51136,0
508400,305521,50951,0
508500,304472,51066,0
508600,304476,50535,0
508700,305987,51153,0
508800,304817,51175,0
508900,305322,50850,0
509000,305622,50857,0
509100,305373,50650,0
509200,305417,51069,0
509300,306649,51064,0
509400,306204,50828,0
509500,305740,50987,0
509600,306028,50861,0
509700,306268,51136,0
509800,305580,51055,0
509900,306170,50990,0
510000,305465,51338,0
510100,306433,51242,0
510200,305727,50823,0
510300,306575,51036,0
510400,306157,50997,0
510500,306274,51068,0
510600,306379,51306,0
510700,306309,51321,0
510800,306548,51299,0
510900,306271,51195,0
511000,306600,50852,0
511100,306350,51051,0
511200,306446,51167,0
511300,306958,51065,0
511400,307201,51362,0
511500,307024,50892,0
511600,307161,51193,0
511700,307135,50933,0
511800,307113,50927,0
511900,307770,51242,0
512000,306753,50836,0
512100,306819,51262,0
512200,307498,51136,0
512300,306763,50867,0
512400,306900,51281,0
512500,307909,51253,0
512600,307555,51398,0
512700,308256,51623,0
512800,307697,51537,0
512900,307720,51198,0
513000,308170,51488,0
513100,307700,50998,0
513200,307027,51007,0
513300,307979,51239,0
513400,307945,51358,0
513500,308542,51543,0
513600,308133,51501,0
513700,308293,51445,0
513800,307914,51845,0
513900,308166,51490,0
514000,308840,51935,0
514100,308664,51568,0
514200,308294,51186,0
514300,308771,50791,0
514400,309072,51598,0
514500,309347,51640,0
514600,308395,51501,0
514700,308160,51482,0
514800,308570,51571,0
514900,309192,51610,0
515000,308626,51261,0
515100,309287,51579,0
515200,309124,51560,0
515300,308852,51551,0
515400,309355,51644,0
515500,309568,51771,0
515600,308977,51485,0
515700,309361,51698,0
515800,309491,51486,0
515900,309439,51383,0
516000,309219,51508,0
516100,309260,51730,0
516200,309469,51244,0
516300,310006,51958,0
516400,310340,51613,0
516500,309345,51905,0
516600,309838,51407,0
516700,310034,51600,0
516800,310434,51845,0
516900,309549,51560,0
517000,310267,51950,0
517100,310274,51613,0
517200,309964,51651,0
517300,310419,51744,0
517400,311015,51781,0
517500,310215,52094,0
517600,310173,51676,0
517700,310232,51622,0
517800,310401,51490,0
517900,310594,51765,0
518000,310600,51611,0
518100,310860,51540,0
518200,310872,51686,0
518300,310510,51848,0
518400,311665,52030,0
518500,311697,51908,0
518600,311270,51921,0
518700,311079,51932,0
518800,311676,51612,0
518900,311532,51660,0
519000,311692,51854,0
519100,311295,52116,0
519200,311601,52063,0
519300,311266,51831,0
519400,311659,52126,0
519500,311821,51935,0
519600,311959,52188,0
519700,311040,51916,0
519800,311850,52124,0
519900,311503,51743,0
520000,311836,52008,0
520100,311873,52398,0
520200,312051,51636,0
520300,312353,52204,0
520400,312241,51957,0
520500,312345,51846,0
520600,311887,52037,0
520700,311482,51925,0
520800,312493,52096,0
520900,312877,52224,0
521000,312782,51899,0
521100,313009,52328,0
521200,312303,51948,0
521300,312587,52198,0
521400,312470,52193,0
521500,313295,52193,0
521600,313085,52042,0
521700,313018,52170,0
521800,312910,52179,0
521900,313182,52266,0
522000,313225,52415,0
522100,313225,52082,0
522200,312906,51875,0
522300,314272,52149,0
522400,312610,52123,0
522500,313131,52192,0
522600,313605,52157,0
522700,313301,52406,0
522800,313844,52399,0
522900,313961,52318,0
523000,314339,52209,0
523100,313882,52421,0
523200,314673,52490,0
523300,315099,52318,0
523400,314180,52241,0
523500,313875,52204,0
523600,313990,52308,0
523700,314029,52364,0
523800,314820,52728,0
523900,314498,52419,0
524000,314546,52326,0
524100,314800,52384,0
524200,314319,52151,0
524300,314507,52650,0
524400,314336,52372,0
524500,314708,52284,0
524600,314711,52316,0
524700,315108,52857,0
524800,315093,52430,0
524900,315174,52590,0
525000,315203,52693,0
525100,315054,52829,0
525200,315469,52674,0
525300,314934,52684,0
525400,314773,52607,0
525500,315376,52601,0
525600,315668,52311,0
525700,315535,52603,0
525800,315264,52656,0
525900,315907,52777,0
526000,315949,52352,0
526100,315897,52533,0
526200,315536,52612,0
526300,315473,52808,0
526400,315781,52572,0
526500,315602,52722,0
526600,316247,52875,0
526700,316203,52435,0
526800,316000,52496,0
526900,316326,52677,0
527000,316414,52618,0
527100,316269,52351,0
527200,316419,52865,0
527300,316469,52587,0
527400,316494,53261,0
527500,316783,52876,0
527600,316710,52832,0
527700,316724,53134,0
527800,316677,52816,0
527900,317037,52767,0
528000,317187,53077,0
528100,317151,53237,0
528200,317427,52483,0
528300,316906,52525,0
528400,317271,52976,0
528500,317712,52731,0
528600,316784,52678,0
528700,317159,52527,0
528800,316910,53139,0
528900,317775,52809,0
529000,317225,52884,0
529100,316993,52985,0
529200,317851,52913,0
529300,317159,53040,0
529400,317449,52856,0
529500,317771,53172,0
529600,318425,52947,0
529700,317776,52924,0
529800,318589,53482,0
529900,318700,53026,0
530000,317800,52903,0
530100,318168,53309,0
530200,318211,53268,0
530300,317946,52725,0
530400,318110,52696,0
530500,318402,53060,0
530600,318202,53292,0
530700,318650,53071,0
530800,318846,53492,0
530900,318254,53032,0
531000,318644,53195,0
531100,318439,52844,0
531200,319023,53178,0
531300,318660,53345,0
531400,318849,53286,0
531500,318930,53098,0
531600,319040,53444,0
531700,318728,52914,0
531800,319371,53525,0
531900,319978,53150,0
532000,319115,53202,0
532100,319785,52958,0
532200,319305,53124,0
532300,319225,53405,0
532400,319496,53821,0
532500,318645,53303,0
532600,319233,53215,0
532700,319394,53128,0
532800,319501,53103,0
532900,319632,53316,0
533000,319462,52996,0
533100,319673,53473,0
533200,318980,53186,0
533300,320018,53538,0
533400,319877,52901,0
533500,320987,53816,0
533600,320151,53539,0
533700,320466,53210,0
533800,320457,53004,0
533900,320162,53152,0
534000,320666,53757,0
534100,320676,53425,0
534200,320893,53494,0
534300,320151,53533,0
534400,321198,53550,0
534500,320487,53393,0
534600,320388,53295,0
534700,321042,53561,0
534800,320869,53078,0
534900,321458,53992,0
535000,320528,53502,0
535100,320440,53819,0
535200,321010,53519,0
535300,321231,53826,0
535400,320794,53053,0
535500,321405,53912,0
535600,321546,53870,0
535700,321273,53081,0
535800,321359,53659,0
535900,322253,53753,0
536000,322181,53780,0
536100,321707,53917,0
536200,321291,53474,0
536300,321728,53825,0
536400,322002,53387,0
536500,321644,53877,0
536600,322442,53870,0
536700,321949,53802,0
536800,321836,53793,0
536900,322302,53572,0
537000,322622,53861,0
537100,321856,53335,0
537200,321667,53404,0
537300,322305,53621,0
537400,322968,53961,0
537500,322037,53792,0
537600,322689,53921,0
537700,323963,54039,0
537800,322591,53294,0
537900,323080,53885,0
538000,322243,53473,0
538100,323008,53972,0
538200,322876,53850,0
538300,322688,53691,0
538400,323042,53643,0
538500,322855,53726,0
538600,323340,53976,0
538700,323331,53805,0
538800,322903,53827,0
538900,322855,53884,0
539000,323438,53849,0
539100,323277,53725,0
539200,322688,53454,0
539300,323034,53694,0
539400,323380,54004,0
539500,323580,53984,0
539600,323674,54128,0
539700,323581,54032,0
539800,323887,54117,0
539900,323517,53764,0
540000,324655,53990,0
540100,324958,54236,0
540200,324332,54020,0
540300,325178,54327,0
540400,324076,53656,0
540500,323665,53875,0
540600,324988,54394,0
540700,324983,54202,0
540800,324891,54057,0
540900,324492,53992,0
541000,324997,54279,0
541100,324701,54100,0
541200,324990,54360,0
541300,325156,53828,0
541400,324979,53978,0
541500,324102,53934,0
541600,324719,54270,0
541700,324853,54119,0
541800,325510,54143,0
541900,324905,54295,0
542000,324600,54085,0
542100,325243,54214,0
542200,325919,54387,0
542300,326085,54387,0
542400,325397,54158,0
542500,325369,54330,0
542600,326284,54082,0
542700,325894,54134,0
542800,326100,54341,0
542900,325113,54299,0
543000,325279,54161,0
543100,326158,54410,0
543200,325422,54033,0
543300,325364,53945,0
543400,325849,54307,0
543500,326036,54181,0
543600,325971,54238,0
543700,326078,54610,0
543800,326473,54459,0
543900,325634,54106,0
544000,327142,54402,0
544100,326456,54711,0
544200,326162,54739,0
544300,326847,54611,0
544400,326443,54643,0
544500,326886,54350,0
544600,326909,53964,0
544700,326967,54640,0
544800,326399,54309,0
544900,326943,54583,0
545000,327294,54625,0
545100,326995,54340,0
545200,327170,54501,0
545300,327514,54744,0
545400,326862,54296,0
545500,327162,54341,0
545600,327257,54881,0
545700,327256,54322,0
545800,327447,54646,0
545900,326884,54657,0
546000,327351,54728,0
546100,327784,54633,0
546200,327762,54877,0
546300,327935,54526,0
546400,327814,54665,0
546500,327609,54604,0
546600,328071,54893,0
546700,328464,54889,0
546800,327516,54529,0
546900,328765,54773,0
547000,328686,54856,0
547100,327485,54655,0
547200,328201,54775,0
547300,328444,54361,0
547400,328121,54628,0
547500,328572,54501,0
547600,328845,54905,0
547700,329130,54774,0
547800,328135,54835,0
547900,328737,54683,0
548000,328522,54602,0
548100,328508,54510,0
548200,328501,54578,0
548300,328944,54895,0
548400,328676,54819,0
548500,329226,54882,0
548600,328954,54832,0
548700,329180,54810,0
548800,329162,55105,0
548900,329228,55266,0
549000,329541,54749,0
549100,329586,54762,0
549200,330307,55028,0
549300,328904,54675,0
549400,329291,54965,0
549500,330312,54862,0
549600,330326,54478,0
549700,329445,54828,0
549800,330069,55059,0
549900,329648,54671,0
550000,330163,54922,0
550100,330802,55166,0
550200,330330,54850,0
550300,329820,55245,0
550400,329846,55043,0
550500,330733,55096,0
550600,330123,55017,0
550700,330073,55275,0
550800,330412,54782,0
550900,330884,55514,0
551000,330148,55108,0
551100,330316,54744,0
551200,331397,55447,0
551300,330460,55058,0
551400,331022,54937,0
551500,331425,55212,0
551600,331616,55217,0
551700,331054,55062,0
551800,330503,55208,0
551900,331714,55406,0
552000,331854,55385,0
552100,331202,55381,0
552200,331401,55668,0
552300,332199,55825,0
552400,331457,55287,0
552500,331159,55303,0
552600,331575,55123,0
552700,332024,55564,0
552800,331449,55072,0
552900,331214,54954,0
553000,331773,55460,0
553100,330820,55009,0
553200,331572,55062,0
553300,331862,55297,0
553400,332602,55452,0
553500,331594,55369,0
553600,331894,55443,0
553700,332099,55385,0
553800,332427,55384,0
553900,332116,55395,0
554000,332038,55510,0
554100,332499,55251,0
554200,332427,55282,0
554300,333300,55822,0
554400,333556,55395,0
554500,332533,55385,0
554600,332586,55306,0
554700,332760,55633,0
554800,333038,55110,0
554900,333402,55714,0
555000,333689,55936,0
555100,332944,55355,0
555200,333670,55773,0
555300,333415,55591,0
555400,333223,55320,0
555500,332919,55739,0
555600,333677,55559,0
555700,333533,55483,0
555800,333503,55341,0
555900,334239,55532,0
556000,333917,55717,0
556100,333513,55660,0
556200,333959,55706,0
556300,333754,56127,0
556400,334352,55688,0
556500,333877,55886,0
556600,334501,55815,0
556700,334022,55858,0
556800,334786,55764,0
556900,333753,55469,0
557000,334635,55560,0
557100,334179,55477,0
557200,334380,55990,0
557300,334350,55895,0
557400,334076,55769,0
557500,334053,55955,0
557600,334562,55728,0
557700,335016,55756,0
557800,335279,55959,0
557900,334780,55531,0
558000,334940,55694,0
558100,334090,56071,0
558200,334988,55602,0
558300,335077,55666,0
558400,334701,55715,0
558500,334900,55748,0
558600,335226,55980,0
558700,334825,55637,0
558800,335531,56224,0
558900,335381,56159,0
559000,335143,55836,0
559100,334636,55743,0
559200,335387,56076,0
559300,335438,56057,0
559400,335380,55980,0
559500,336376,56193,0
559600,336070,55633,0
559700,335634,56076,0
559800,336181,56245,0
559900,335433,55962,0
560000,335694,56387,0
560100,335975,56035,0
560200,336174,56480,0
560300,336051,55908,0
560400,336566,56166,0
560500,336405,56045,0
560600,336561,55983,0
560700,336036,56197,0
560800,336210,56076,0
560900,335894,56096,0
561000,336525,56043,0
561100,336822,56154,0
561200,336742,56048,0
561300,336868,56575,0
561400,336479,56077,0
561500,336926,55984,0
561600,336868,55928,0
561700,336897,56302,0
561800,337299,55866,0
561900,336697,56400,0
562000,338015,56223,0
562100,336908,56290,0
562200,337432,56311,0
562300,337942,56435,0
562400,337437,56240,0
562500,337749,56254,0
562600,338004,56626,0
562700,337407,56350,0
562800,337630,56129,0
562900,337440,56009,0
563000,338061,55841,0
563100,338470,56083,0
563200,337916,56410,0
563300,337852,56349,0
563400,338181,56437,0
563500,338017,56028,0
563600,338950,56489,0
563700,338834,56273,0
563800,338565,56565,0
563900,338081,56586,0
564000,338413,56506,0
564100,338131,56095,0
564200,338234,56402,0
564300,338442,56155,0
564400,338334,56346,0
564500,338432,56143,0
564600,339202,56639,0
564700,338020,56529,0
564800,338629,56192,0
564900,338472,56448,0
565000,339435,56454,0
565100,338570,56702,0
565200,339158,56548,0
565300,339633,57108,0
565400,339520,56914,0
565500,339185,56592,0
565600,338752,56255,0
565700,340314,56966,0
565800,339031,56278,0
565900,339040,56536,0
566000,339571,56381,0
566100,340320,56753,0
566200,339539,56804,0
566300,339776,56812,0
566400,340084,57009,0
566500,339522,56576,0
566600,339254,56478,0
566700,340203,56805,0
566800,339709,56268,0
566900,339866,56847,0
567000,340753,56637,0
567100,340717,56599,0
567200,340157,56685,0
567300,340278,56646,0
567400,340408,56715,0
567500,340617,56779,0
567600,341257,57299,0
567700,340176,56786,0
567800,340428,56679,0
567900,340508,56761,0
568000,340545,56666,0
568100,340778,56785,0
568200,340801,56770,0
568300,341422,56790,0
568400,341104,56946,0
568500,341022,56731,0
568600,340711,56898,0
568700,342012,56679,0
568800,342210,57351,0
568900,341513,56834,0
569000,340938,56902,0
569100,341148,56940,0
569200,341726,57221,0
569300,341661,56836,0
569400,341568,56882,0
569500,340743,56594,0
569600,341937,56813,0
569700,341773,56835,0
569800,341334,56904,0
569900,341491,56922,0
570000,341828,56848,0
570100,342108,56874,0
570200,342860,56716,0
570300,342315,57003,0
570400,342970,56625,0
570500,341700,56817,0
570600,342918,57418,0
570700,342815,57426,0
570800,342684,57390,0
570900,342585,57039,0
571000,343183,56978,0
571100,342409,57027,0
571200,343029,57420,0
571300,342932,57381,0
571400,343392,57392,0
571500,342121,57122,0
571600,342955,57173,0
571700,342852,56846,0
571800,342474,56966,0
571900,343449,57179,0
572000,343338,57081,0
572100,343388,57219,0
572200,343089,57577,0
572300,343473,57198,0
572400,343711,57540,0
572500,343764,57320,0
572600,344519,57312,0
572700,343296,57013,0
572800,343679,57499,0
572900,343578,57157,0
573000,344144,57441,0
573100,343289,57070,0
573200,344571,57631,0
573300,343808,57461,0
573400,344538,57237,0
573500,344810,57467,0
573600,345048,57254,0
573700,344627,57603,0
573800,344225,57379,0
573900,344463,57594,0
574000,344187,57654,0
574100,344465,57674,0
574200,344880,57264,0
574300,344332,57413,0
574400,345063,57524,0
574500,344130,57642,0
574600,344551,57265,0
574700,345086,57272,0
574800,344780,57865,0
574900,344736,57421,0
575000,344780,57471,0
575100,345489,57552,0
575200,345449,57260,0
575300,345010,57414,0
575400,345213,57364,0
575500,345518,57831,0
575600,345532,57625,0
575700,345980,57718,0
575800,346239,57658,0
575900,345491,57418,0
576000,345656,57509,0
576100,346077,57638,0
576200,344832,57560,0
576300,345322,57573,0
576400,345996,57786,0
576500,345848,57275,0
576600,345272,57509,0
576700,345636,57534,0
576800,345702,57489,0
576900,346658,57695,0
577000,346715,58084,0
577100,346788,57488,0
577200,345857,57294,0
577300,346747,58010,0
577400,346989,57455,0
577500,345795,57542,0
577600,346608,57916,0
577700,346549,57767,0
577800,346465,57417,0
577900,346760,57736,0
578000,347141,58013,0
578100,346719,57286,0
578200,345984,57512,0
578300,347425,57632,0
578400,346611,57604,0
578500,346888,57912,0
578600,347203,58153,0
578700,346886,57844,0
578800,347151,57613,0
578900,347950,58117,0
579000,348378,57903,0
579100,348035,58232,0
579200,347520,57998,0
579300,347350,57759,0
579400,347713,58290,0
579500,347771,58080,0
579600,347690,57330,0
579700,347792,58129,0
579800,347491,57931,0
579900,348594,58423,0
580000,348307,58221,0
580100,348346,58457,0
580200,348177,58433,0
580300,348802,58032,0
580400,348054,58158,0
580500,348565,57666,0
580600,348391,58369,0
580700,348732,58434,0
580800,347826,57407,0
580900,348053,57958,0
581000,348679,58138,0
581100,349195,58148,0
581200,349129,58071,0
581300,348890,57964,0
581400,348336,57967,0
581500,348818,58303,0
581600,348480,58046,0
581700,349834,58808,0
581800,349552,58153,0
581900,349798,58462,0
582000,348712,58199,0
582100,348994,58088,0
582200,349534,57938,0
582300,349368,58425,0
582400,349777,58097,0
582500,349534,57960,0
582600,349296,57918,0
582700,349746,58348,0
582800,349525,58397,0
582900,349374,57964,0
583000,350242,58574,0
583100,350084,58350,0
583200,349829,58902,0
583300,349495,58404,0
583400,350176,58415,0
583500,349790,58237,0
583600,350790,58491,0
583700,350921,58230,0
583800,349948,58237,0
583900,350594,58331,0
584000,350780,58484,0
584100,350902,58321,0
584200,350259,58461,0
584300,350098,58450,0
584400,350286,58256,0
584500,351157,58590,0
584600,350072,58474,0
584700,349667,58319,0
584800,350336,58649,0
584900,351249,58802,0
585000,351380,58673,0
585100,350998,58161,0
585200,351040,58931,0
585300,351611,58884,0
585400,350083,57719,0
585500,351020,58325,0
585600,350931,58587,0
585700,351323,58874,0
585800,351848,58821,0
585900,351496,58770,0
586000,351482,58926,0
586100,351725,58773,0
586200,351506,58585,0
586300,351545,58902,0
586400,351648,58542,0
586500,352323,58814,0
586600,352699,58404,0
586700,352366,59064,0
586800,352411,58644,0
586900,352353,58785,0
587000,352427,58644,0
587100,352081,58387,0
587200,352603,58765,0
587300,352036,58807,0
587400,351839,58570,0
587500,352882,58863,0
587600,352590,59023,0
587700,352501,58833,0
587800,353080,58710,0
587900,353111,59071,0
588000,352831,58858,0
588100,352787,58931,0
588200,352554,58719,0
588300,352623,59055,0
588400,352897,58692,0
588500,352873,59168,0
588600,354152,58633,0
588700,352661,58668,0
588800,353890,59440,0
588900,353259,58818,0
589000,353177,58878,0
589100,352666,58575,0
589200,353703,59091,0
589300,352791,58625,0
589400,353704,58401,0
589500,354020,59333,0
589600,353981,59333,0
589700,354080,59124,0
589800,354074,59311,0
589900,354828,59225,0
590000,354455,58874,0
590100,354342,58996,0
590200,354053,58957,0
590300,353915,58991,0
590400,354316,59241,0
590500,354145,59483,0
590600,354174,58770,0
590700,354427,58994,0
590800,354121,59417,0
590900,354375,58688,0
591000,354786,59053,0
591100,354351,59096,0
591200,354931,59216,0
591300,354605,59061,0
591400,354479,58853,0
591500,355357,59351,0
591600,355138,59172,0
591700,355059,59491,0
591800,355294,59178,0
591900,355237,59444,0
592000,355590,59331,0
592100,354841,58863,0
592200,355130,59405,0
592300,355487,59379,0
592400,355712,59008,0
592500,355927,58973,0
592600,355073,59021,0
592700,355763,59291,0
592800,355910,59398,0
592900,356246,59351,0
593000,355431,59312,0
593100,355807,59376,0
593200,356091,59200,0
593300,355836,59172,0
593400,356686,59319,0
593500,356001,59215,0
593600,356167,59069,0
593700,356852,59654,0
593800,356245,59212,0
593900,356331,59103,0
594000,356763,59375,0
594100,355981,59426,0
594200,357313,59725,0
594300,357019,59731,0
594400,356396,59593,0
594500,356926,59264,0
594600,356392,59198,0
594700,357251,59367,0
594800,356315,59248,0
594900,356855,59248,0
595000,356744,59349,0
595100,357154,59512,0
595200,357918,59686,0
595300,356915,59348,0
595400,357695,59794,0
595500,357288,59312,0
595600,357701,59120,0
595700,356838,59342,0
595800,357637,59398,0
595900,358067,59483,0
596000,357621,59611,0
596100,357361,59714,0
596200,357042,59486,0
596300,358329,59246,0
596400,357966,59575,0
596500,357892,59598,0
596600,357900,59378,0
596700,357888,59360,0
596800,357532,59709,0
596900,358502,59796,0
597000,358417,59900,0
597100,358152,59919,0
597200,358405,59651,0
597300,358416,59703,0
597400,358753,59407,0
597500,358875,59968,0
597600,358652,59627,0
597700,358980,59666,0
597800,358842,59989,0
597900,358216,59351,0
598000,358351,60216,0
598100,359047,59882,0
598200,359168,59446,0
598300,358737,59892,0
598400,359383,59974,0
598500,358637,60267,0
598600,358904,59968,0
598700,359112,59842,0
598800,359314,59924,0
598900,358681,59674,0
599000,359588,60081,0
599100,359142,59968,0
599200,359356,59663,0
599300,359776,60335,0
599400,359474,60040,0
599500,358579,59513,0
599600,358664,59829,0
599700,359537,59934,0
599800,359443,60002,0
599900,360088,60464,0
600000,360572,60178,0
600100,359626,59878,0
600200,359935,59775,0
600300,360006,59735,0
600400,360690,59874,0
600500,360475,60125,0
600600,360231,59928,0
600700,360262,60040,0
600800,361038,60422,0
600900,360335,60370,0
601000,361043,59866,0
601100,361256,60256,0
601200,360198,60232,0
601300,361495,60467,0
601400,361309,60525,0
601500,361308,60386,0
601600,360239,60150,0
601700,361487,60094,0
601800,361635,60569,0
601900,360803,60338,0
602000,361265,60353,0
602100,361206,60121,0
602200,360669,60110,0
602300,361676,60387,0
602400,361778,60141,0
602500,361372,60107,0
602600,361411,60189,0
602700,361449,60329,0
602800,360863,60007,0
602900,361833,60425,0
603000,361065,60234,0
603100,361609,60189,0
603200,362384,60691,0
603300,361843,60362,0
603400,361653,60235,0
603500,362330,60802,0
603600,361458,59861,0
603700,362860,60265,0
603800,362155,60114,0
603900,362507,60779,0
604000,362082,60369,0
604100,362976,60616,0
604200,363308,60557,0
604300,362477,60621,0
604400,362723,60122,0
604500,362780,60531,0
604600,363019,60379,0
604700,362544,60342,0
604800,363138,60752,0
604900,362608,60426,0
605000,363041,61183,0
605100,363742,60593,0
605200,363286,60295,0
605300,362791,60251,0
605400,363261,60339,0
605500,363967,60887,0
605600,363639,60468,0
605700,364020,60922,0
605800,364268,60630,0
605900,363599,60564,0
606000,363525,60532,0
606100,364125,60358,0
606200,363814,60475,0
606300,363187,60365,0
606400,364243,61014,0
606500,364114,60726,0
606600,364210,60579,0
606700,363680,60415,0
606800,364116,60789,0
606900,364472,60797,0
607000,364777,60706,0
607100,364119,60788,0
607200,364178,60579,0
607300,365316,61180,0
607400,364518,60549,0
607500,364935,60653,0
607600,364208,60533,0
607700,364556,60648,0
607800,364432,60855,0
607900,365088,60688,0
608000,365783,61164,0
608100,364999,60881,0
608200,365617,60739,0
608300,365423,60969,0
608400,365025,61113,0
608500,365375,61199,0
608600,364870,60499,0
608700,365404,60957,0
608800,365478,61429,0
608900,365737,61233,0
609000,365325,60514,0
609100,366053,61095,0
609200,365633,61097,0
609300,365466,61004,0
609400,365753,60992,0
609500,365558,60982,0
609600,365455,60746,0
609700,365832,60859,0
609800,366153,61020,0
609900,366082,61103,0
610000,365817,61090,0
610100,366476,61092,0
610200,366187,61062,0
610300,365349,60982,0
610400,366088,60873,0
610500,366262,61057,0
610600,366759,61119,0
610700,366760,61301,0
610800,367064,61347,0
610900,367114,60832,0
611000,366332,61037,0
611100,366386,61365,0
611200,366666,60940,0
611300,367159,60867,0
611400,366707,61021,0
611500,367061,61308,0
611600,367520,61346,0
611700,367202,60968,0
611800,367486,61366,0
611900,366784,61347,0
612000,367675,61524,0
612100,367503,61290,0
612200,367591,61229,0
612300,367378,60874,0
612400,367234,61397,0
612500,368278,61652,0
612600,367258,61171,0
612700,367843,61604,0
612800,367347,61151,0
612900,368266,61962,0
613000,367971,61554,0
613100,367538,61752,0
613200,368162,61517,0
613300,367686,61316,0
613400,367248,61027,0
613500,367761,61484,0
613600,367464,61134,0
613700,369163,61769,0
613800,367600,61236,0
613900,368414,61427,0
614000,368590,61300,0
614100,367944,61371,0
614200,368444,61879,0
614300,368498,61201,0
614400,368578,61380,0
614500,368322,61469,0
614600,368687,61444,0
614700,369161,61981,0
614800,368355,61415,0
614900,368825,61443,0
615000,369768,61632,0
615100,368250,61459,0
615200,369313,61723,0
615300,369058,61575,0
615400,369636,61614,0
615500,368642,60791,0
615600,369246,61877,0
615700,369231,61592,0
615800,369642,61834,0
615900,369259,61304,0
616000,370321,61851,0
616100,369527,61703,0
616200,369336,61625,0
616300,369908,61517,0
616400,370321,61131,0
616500,369886,61466,0
616600,370160,61556,0
616700,370122,62074,0
616800,369672,61425,0
616900,370493,61726,0
617000,370085,61817,0
617100,369701,61423,0
617200,370254,61843,0
617300,370544,61666,0
617400,370164,61277,0
617500,370790,61999,0
617600,370416,61884,0
617700,370264,61887,0
617800,370650,61913,0
617900,371026,61751,0
618000,371538,62006,0
618100,370759,61731,0
618200,370266,61792,0
618300,370809,61837,0
618400,371217,62078,0
618500,371197,61627,0
618600,371114,61711,0
618700,370726,61364,0
618800,371756,61760,0
618900,371005,61888,0
619000,371170,62121,0
619100,371729,62119,0
619200,371299,61993,0
619300,372043,61806,0
619400,371695,61968,0
619500,372185,62125,0
619600,371903,62448,0
619700,372248,61849,0
619800,372214,62475,0
619900,372422,61749,0
620000,371612,62437,0
620100,372317,62085,0
620200,371509,61751,0
620300,372292,61721,0
620400,372917,62120,0
620500,372248,61902,0
620600,371639,62087,0
620700,372060,61986,0
620800,372025,62038,0
620900,372492,62180,0
621000,372243,61766,0
621100,372815,62244,0
621200,372452,61904,0
621300,372670,62204,0
621400,371861,61693,0
621500,372589,62250,0
621600,373091,62143,0
621700,372541,62297,0
621800,373192,62395,0
621900,373269,62098,0
622000,373404,61964,0
622100,373689,62134,0
622200,372809,62538,0
622300,373905,62230,0
622400,372895,61790,0
622500,373537,62211,0
622600,374043,62236,0
622700,373467,62380,0
622800,373465,62185,0
622900,374175,62291,0
623000,374205,62427,0
623100,373495,62311,0
623200,373929,62631,0
623300,373575,62449,0
623400,373976,62062,0
623500,374975,62527,0
623600,374203,62390,0
623700,374612,61970,0
623800,375114,62612,0
623900,374231,62579,0
624000,374092,62547,0
624100,374123,62220,0
624200,374620,62256,0
624300,374845,62516,0
624400,374746,62268,0
624500,374656,62240,0
624600,374318,62383,0
624700,374672,62533,0
624800,374894,62354,0
624900,375316,62456,0
625000,375490,62761,0
625100,374410,62236,0
625200,374829,62584,0
625300,375396,62428,0
625400,374845,62393,0
625500,375555,62585,0
625600,374543,62346,0
625700,375342,62556,0
625800,375233,62230,0
625900,375500,62547,0
626000,375264,63000,0
626100,376135,62853,0
626200,375954,62635,0
626300,376483,62439,0
626400,376430,62669,0
626500,375622,62749,0
626600,376312,62759,0
626700,376422,62647,0
626800,375900,62852,0
626900,375018,62534,0
627000,376017,62647,0
627100,376126,62709,0
627200,376509,62757,0
627300,376360,62600,0
627400,376132,62950,0
627500,376575,63239,0
627600,375727,63003,0
627700,377068,62659,0
627800,376672,62540,0
627900,376495,62826,0
628000,377394,62812,0
628100,376386,62686,0
628200,376657,62557,0
628300,376650,62982,0
628400,377703,62953,0
628500,376591,62829,0
628600,377210,62587,0
628700,377698,62937,0
628800,377333,62956,0
628900,377602,62735,0
629000,377489,62474,0
629100,377147,62842,0
629200,377623,62837,0
629300,377940,63212,0
629400,378083,63008,0
629500,378110,63229,0
629600,378270,62724,0
629700,378258,62982,0
629800,377813,63328,0
629900,377648,63086,0
630000,377889,63077,0
630100,377978,63255,0
630200,378194,63181,0
630300,377912,63079,0
630400,378113,62865,0
630500,378705,63226,0
630600,378711,63243,0
630700,377942,62649,0
630800,378544,63204,0
630900,379122,63174,0
631000,378195,62781,0
631100,378697,63467,0
631200,378589,63055,0
631300,379115,63042,0
631400,379041,63381,0
631500,379416,63425,0
631600,378654,62942,0
631700,379865,63662,0
631800,378845,63409,0
631900,379608,63404,0
632000,378606,63186,0
632100,379811,63277,0
632200,379018,63041,0
632300,380456,63318,0
632400,379321,63378,0
632500,379383,63502,0
632600,379521,63086,0
632700,380548,63101,0
632800,379436,63475,0
632900,379265,63012,0
633000,379618,63179,0
633100,379707,63283,0
633200,379927,63409,0
633300,379757,62841,0
633400,380304,63429,0
633500,378871,63471,0
633600,380460,63381,0
633700,379464,63220,0
633800,380065,63429,0
633900,379729,62989,0
634000,379782,63214,0
634100,380583,63400,0
634200,381476,63700,0
634300,380558,63384,0
